,Word,Arousal_mean,Valence_mean,Dominance_mean,Concreteness_mean,Imageability_mean,Size_mean,Gender_mean,Arousal_by_runs,Valence_by_runs,Dominance_by_runs,Concreteness_by_runs,Imageability_by_runs,Size_by_runs,Gender_by_runs
107,tennis,4.75,6.0,5.75,5.0,4.75,3.75,5.0,"[5, 4, 5, 5]","[6, 6, 6, 6]","[5, 6, 6, 6]","[5, 5, 5, 5]","[5, 5, 4, 5]","[3, 4, 4, 4]","[5, 5, 5, 5]"
108,humiliate,7.0,2.0,2.0,2.0,3.5,2.5,3.5,"[7, 7, 7, 7]","[2, 2, 2, 2]","[2, 2, 2, 2]","[2, 2, 2, 2]","[4, 4, 3, 3]","[2, 2, 2, 4]","[3, 4, 4, 3]"
109,language,4.0,5.75,5.5,4.5,5.0,4.0,5.0,"[4, 4, 4, 4]","[5, 6, 6, 6]","[6, 5, 5, 6]","[4, 4, 5, 5]","[5, 6, 4, 5]","[3, 4, 4, 5]","[5, 5, 5, 5]"
110,leg (component),3.0,4.75,4.5,6.5,4.75,3.5,5.0,"[3, 3, 3, 3]","[5, 5, 5, 4]","[5, 4, 4, 5]","[7, 6, 7, 6]","[5, 5, 4, 5]","[2, 4, 4, 4]","[4, 5, 6, 5]"
111,moon,4.5,6.25,5.75,5.75,5.25,5.25,4.5,"[5, 4, 4, 5]","[6, 6, 7, 6]","[6, 7, 4, 6]","[6, 5, 6, 6]","[5, 5, 5, 6]","[5, 6, 5, 5]","[5, 5, 4, 4]"
112,plural,3.0,5.0,5.0,4.5,4.5,3.5,4.75,"[3, 2, 3, 4]","[5, 5, 5, 5]","[5, 5, 5, 5]","[5, 4, 5, 4]","[4, 5, 4, 5]","[3, 4, 3, 4]","[4, 5, 5, 5]"
113,array,3.5,4.75,5.0,4.5,4.5,4.0,5.0,"[3, 3, 4, 4]","[5, 5, 5, 4]","[5, 5, 5, 5]","[5, 4, 5, 4]","[4, 5, 4, 5]","[4, 4, 4, 4]","[5, 5, 5, 5]"
114,cornflour,2.0,4.75,3.5,5.25,3.75,2.5,4.0,"[2, 2, 2, 2]","[5, 5, 5, 4]","[4, 3, 3, 4]","[6, 5, 5, 5]","[4, 4, 3, 4]","[2, 3, 2, 3]","[4, 4, 4, 4]"
115,bugle,4.75,5.0,5.0,5.25,4.25,4.0,4.75,"[4, 5, 5, 5]","[5, 5, 5, 5]","[5, 5, 5, 5]","[5, 5, 6, 5]","[4, 4, 4, 5]","[3, 4, 5, 4]","[5, 5, 5, 4]"
116,match,4.5,5.0,5.25,5.0,4.75,3.0,5.0,"[4, 4, 5, 5]","[5, 5, 5, 5]","[5, 5, 5, 6]","[5, 5, 5, 5]","[4, 5, 4, 6]","[2, 3, 3, 4]","[5, 5, 5, 5]"
117,deer,3.25,5.75,4.75,6.0,5.0,3.25,4.25,"[3, 3, 3, 4]","[6, 5, 7, 5]","[5, 5, 4, 5]","[6, 6, 6, 6]","[5, 5, 5, 5]","[3, 4, 4, 2]","[4, 5, 4, 4]"
118,sex (intercourse),8.25,4.25,6.5,1.5,3.5,5.5,6.5,"[8, 8, 8, 9]","[5, 5, 3, 4]","[8, 7, 4, 7]","[2, 1, 1, 2]","[5, 4, 2, 3]","[4, 6, 6, 6]","[6, 7, 6, 7]"
119,soldier,5.0,5.75,7.0,5.5,4.75,4.75,6.25,"[5, 5, 5, 5]","[6, 5, 6, 6]","[7, 7, 7, 7]","[5, 5, 6, 6]","[5, 5, 4, 5]","[4, 5, 5, 5]","[6, 6, 6, 7]"
120,bloom,5.5,6.25,6.0,5.75,4.75,3.75,3.75,"[5, 6, 6, 5]","[6, 6, 7, 6]","[6, 6, 6, 6]","[6, 5, 6, 6]","[5, 5, 4, 5]","[3, 5, 4, 3]","[4, 3, 4, 4]"
121,creature,4.5,5.25,4.75,5.5,4.75,3.75,4.25,"[4, 5, 5, 4]","[5, 5, 6, 5]","[5, 4, 5, 5]","[5, 5, 6, 6]","[5, 5, 4, 5]","[3, 4, 4, 4]","[4, 4, 5, 4]"
122,pilot,5.5,6.5,7.25,5.5,5.0,4.5,6.0,"[5, 6, 6, 5]","[6, 6, 7, 7]","[7, 8, 7, 7]","[5, 5, 6, 6]","[5, 5, 5, 5]","[4, 5, 4, 5]","[6, 6, 6, 6]"
123,surf,6.25,6.25,6.25,4.0,4.75,4.5,5.0,"[6, 6, 7, 6]","[6, 6, 7, 6]","[6, 6, 6, 7]","[4, 4, 4, 4]","[5, 5, 4, 5]","[4, 5, 4, 5]","[5, 5, 5, 5]"
124,wisdom,4.0,7.25,6.75,4.75,5.25,4.25,4.5,"[4, 5, 3, 4]","[7, 7, 8, 7]","[6, 8, 6, 7]","[5, 4, 5, 5]","[5, 6, 5, 5]","[3, 5, 4, 5]","[4, 5, 5, 4]"
125,unfaithful,6.5,2.0,2.0,2.75,3.75,2.75,4.25,"[7, 6, 6, 7]","[2, 2, 2, 2]","[2, 2, 2, 2]","[3, 3, 2, 3]","[4, 4, 3, 4]","[2, 2, 3, 4]","[3, 4, 4, 6]"
126,fuck,9.0,1.0,1.25,1.0,2.25,2.5,5.75,"[9, 9, 9, 9]","[1, 1, 1, 1]","[1, 1, 1, 2]","[1, 1, 1, 1]","[3, 2, 2, 2]","[1, 1, 6, 2]","[3, 7, 6, 7]"
127,medieval,3.5,4.5,4.75,5.5,4.75,5.0,4.75,"[4, 4, 3, 3]","[4, 4, 6, 4]","[4, 5, 4, 6]","[5, 5, 6, 6]","[5, 5, 4, 5]","[4, 6, 4, 6]","[4, 5, 5, 5]"
128,patriot,4.5,6.25,6.5,4.0,4.5,4.25,6.0,"[4, 5, 5, 4]","[6, 6, 7, 6]","[6, 7, 6, 7]","[4, 3, 5, 4]","[4, 5, 4, 5]","[3, 5, 4, 5]","[6, 6, 6, 6]"
129,misconception,4.25,3.25,3.25,3.0,3.75,2.75,4.25,"[5, 4, 4, 4]","[4, 3, 3, 3]","[4, 3, 3, 3]","[4, 2, 4, 2]","[4, 4, 3, 4]","[2, 3, 3, 3]","[4, 4, 4, 5]"
130,penalty,6.0,3.0,3.25,4.25,4.0,3.75,5.25,"[6, 6, 6, 6]","[3, 3, 3, 3]","[3, 3, 4, 3]","[5, 4, 4, 4]","[4, 4, 4, 4]","[4, 3, 4, 4]","[5, 6, 5, 5]"
131,expression,4.0,5.5,5.5,4.5,4.75,3.5,4.75,"[4, 4, 4, 4]","[5, 6, 6, 5]","[6, 5, 5, 6]","[4, 4, 5, 5]","[5, 5, 4, 5]","[3, 4, 3, 4]","[5, 5, 5, 4]"
132,sponsor,4.25,5.0,5.75,3.5,4.25,4.0,5.0,"[4, 5, 4, 4]","[5, 5, 5, 5]","[6, 6, 5, 6]","[4, 2, 4, 4]","[4, 5, 4, 4]","[3, 4, 4, 5]","[5, 5, 5, 5]"
133,sense (common),3.75,6.0,5.5,5.0,4.75,3.75,4.75,"[3, 4, 4, 4]","[6, 6, 6, 6]","[6, 5, 5, 6]","[5, 4, 5, 6]","[5, 5, 4, 5]","[3, 4, 4, 4]","[4, 5, 5, 5]"
134,dustbin,2.75,3.25,2.5,5.75,3.75,2.75,3.75,"[3, 2, 3, 3]","[3, 4, 3, 3]","[3, 2, 2, 3]","[6, 6, 6, 5]","[4, 4, 3, 4]","[2, 3, 3, 3]","[3, 4, 4, 4]"
135,package,3.0,5.0,4.25,5.0,4.5,3.75,4.75,"[3, 2, 3, 4]","[5, 5, 5, 5]","[5, 4, 3, 5]","[5, 5, 5, 5]","[4, 5, 4, 5]","[3, 4, 4, 4]","[5, 5, 5, 4]"
136,weak,3.75,2.75,2.25,3.25,4.0,2.5,3.25,"[4, 4, 3, 4]","[3, 2, 3, 3]","[2, 2, 3, 2]","[4, 3, 3, 3]","[4, 4, 4, 4]","[2, 2, 3, 3]","[3, 2, 4, 4]"
137,cut,4.5,3.5,4.5,5.0,4.25,2.75,5.5,"[5, 4, 4, 5]","[4, 3, 3, 4]","[4, 5, 4, 5]","[4, 5, 6, 5]","[4, 5, 3, 5]","[2, 3, 3, 3]","[5, 6, 5, 6]"
138,astronaut,6.75,7.0,7.5,5.25,5.5,5.5,6.0,"[7, 7, 7, 6]","[7, 7, 7, 7]","[7, 8, 7, 8]","[5, 5, 6, 5]","[6, 5, 6, 5]","[5, 6, 5, 6]","[6, 6, 6, 6]"
139,shocking,7.25,2.0,2.75,3.0,4.0,2.75,4.25,"[7, 7, 8, 7]","[2, 2, 2, 2]","[3, 2, 3, 3]","[4, 3, 2, 3]","[5, 4, 3, 4]","[3, 2, 2, 4]","[3, 4, 4, 6]"
140,bastards,7.5,1.75,2.0,1.75,2.75,2.5,5.25,"[8, 7, 8, 7]","[2, 2, 1, 2]","[2, 2, 2, 2]","[2, 2, 1, 2]","[3, 3, 2, 3]","[2, 2, 4, 2]","[3, 6, 6, 6]"
141,stop,3.5,3.75,4.5,4.75,4.5,3.25,4.75,"[4, 2, 4, 4]","[4, 4, 3, 4]","[5, 4, 4, 5]","[5, 5, 5, 4]","[4, 5, 4, 5]","[3, 3, 3, 4]","[4, 5, 5, 5]"
142,pride (feeling),5.25,7.0,7.0,3.75,5.0,3.75,4.0,"[5, 6, 5, 5]","[7, 7, 7, 7]","[7, 8, 6, 7]","[3, 3, 5, 4]","[5, 5, 5, 5]","[3, 4, 4, 4]","[4, 3, 5, 4]"
143,proof,3.5,5.75,5.5,4.75,4.5,3.75,5.0,"[3, 3, 4, 4]","[6, 5, 6, 6]","[6, 5, 5, 6]","[5, 4, 5, 5]","[4, 5, 4, 5]","[3, 4, 4, 4]","[5, 5, 5, 5]"
144,hesitant,3.25,3.75,3.25,3.25,3.75,2.75,3.25,"[5, 3, 2, 3]","[4, 3, 4, 4]","[3, 3, 4, 3]","[4, 3, 3, 3]","[4, 4, 3, 4]","[2, 3, 3, 3]","[3, 3, 4, 3]"
145,flabby,4.0,2.25,2.25,3.75,3.5,2.25,3.5,"[5, 5, 2, 4]","[2, 2, 2, 3]","[3, 2, 2, 2]","[4, 4, 4, 3]","[4, 3, 3, 4]","[2, 2, 2, 3]","[2, 3, 4, 5]"
146,nun,3.0,6.25,4.0,5.5,4.0,3.0,1.75,"[3, 3, 3, 3]","[6, 6, 7, 6]","[2, 5, 3, 6]","[6, 5, 6, 5]","[4, 4, 4, 4]","[2, 4, 3, 3]","[2, 1, 2, 2]"
147,genes,3.25,5.5,5.0,4.0,4.75,3.5,5.0,"[3, 3, 3, 4]","[6, 5, 6, 5]","[5, 5, 5, 5]","[3, 3, 6, 4]","[5, 5, 4, 5]","[3, 4, 3, 4]","[5, 5, 5, 5]"
148,nasty,6.5,2.0,2.25,3.0,3.5,2.25,4.25,"[6, 7, 6, 7]","[2, 2, 2, 2]","[2, 2, 3, 2]","[4, 3, 2, 3]","[4, 4, 3, 3]","[2, 2, 2, 3]","[3, 4, 4, 6]"
149,litter (animal babies),3.75,5.5,3.75,5.25,4.0,2.0,3.5,"[4, 4, 3, 4]","[6, 5, 6, 5]","[4, 3, 4, 4]","[6, 4, 6, 5]","[4, 4, 4, 4]","[2, 2, 2, 2]","[4, 3, 4, 3]"
150,salty,4.5,3.75,3.25,5.5,5.25,2.25,4.5,"[5, 4, 4, 5]","[4, 3, 4, 4]","[3, 3, 4, 3]","[6, 5, 5, 6]","[5, 6, 5, 5]","[2, 3, 2, 2]","[4, 4, 5, 5]"
151,become,4.25,5.75,4.75,2.75,5.0,3.5,4.75,"[4, 5, 4, 4]","[5, 6, 6, 6]","[5, 5, 5, 4]","[2, 3, 3, 3]","[5, 6, 4, 5]","[4, 4, 3, 3]","[4, 5, 5, 5]"
152,rough,5.75,3.0,4.5,5.0,5.0,4.25,6.0,"[7, 5, 5, 6]","[3, 3, 3, 3]","[4, 6, 4, 4]","[6, 4, 5, 5]","[5, 5, 5, 5]","[5, 4, 4, 4]","[6, 6, 6, 6]"
153,proud,5.125,7.375,7.125,3.625,5.375,4.25,5.75,"[6, 4, 5, 6, 5, 5, 6, 4]","[8, 7, 7, 8, 7, 8, 7, 7]","[7, 7, 7, 7, 8, 7, 7, 7]","[2, 3, 5, 4, 5, 3, 3, 4]","[5, 5, 5, 6, 5, 6, 6, 5]","[5, 5, 4, 4, 5, 4, 4, 3]","[6, 6, 6, 5, 5, 6, 6, 6]"
154,fly,6.25,4.5,5.5,4.0,5.25,1.75,4.75,"[8, 6, 4, 7]","[5, 4, 5, 4]","[4, 5, 6, 7]","[4, 4, 4, 4]","[5, 6, 5, 5]","[2, 2, 1, 2]","[5, 5, 4, 5]"
155,child,5.75,7.75,4.75,6.25,6.25,2.5,3.0,"[6, 5, 5, 7]","[7, 8, 8, 8]","[5, 4, 4, 6]","[7, 6, 7, 5]","[6, 7, 6, 6]","[3, 3, 2, 2]","[3, 4, 3, 2]"
156,length,3.0,5.0,4.75,4.25,4.5,4.75,4.75,"[3, 3, 3, 3]","[5, 5, 5, 5]","[4, 5, 5, 5]","[5, 5, 2, 5]","[5, 5, 5, 3]","[5, 5, 5, 4]","[5, 5, 4, 5]"
157,sharp,6.75,5.25,6.75,6.0,5.5,3.5,6.0,"[8, 6, 6, 7]","[5, 6, 5, 5]","[6, 7, 8, 6]","[6, 6, 6, 6]","[5, 6, 6, 5]","[4, 4, 3, 3]","[6, 6, 6, 6]"
158,request,4.0,5.0,4.75,3.25,4.75,2.5,4.5,"[4, 4, 4, 4]","[5, 5, 5, 5]","[4, 5, 5, 5]","[4, 3, 3, 3]","[5, 5, 5, 4]","[3, 3, 2, 2]","[4, 5, 4, 5]"
159,snail,2.25,3.5,2.0,5.75,4.5,1.0,2.75,"[2, 2, 3, 2]","[3, 3, 4, 4]","[2, 2, 2, 2]","[6, 6, 6, 5]","[4, 5, 5, 4]","[1, 1, 1, 1]","[3, 3, 3, 2]"
160,hill,3.75,5.5,4.75,6.5,5.25,4.25,5.25,"[4, 4, 3, 4]","[6, 5, 5, 6]","[5, 4, 5, 5]","[6, 6, 7, 7]","[5, 6, 5, 5]","[4, 4, 5, 4]","[5, 5, 5, 6]"
161,cells,4.5,4.25,4.25,4.5,4.5,2.25,4.5,"[5, 4, 4, 5]","[4, 3, 5, 5]","[4, 4, 4, 5]","[5, 4, 4, 5]","[4, 5, 5, 4]","[3, 2, 2, 2]","[4, 5, 4, 5]"
162,solemn,3.5,3.0,2.5,2.75,4.5,3.0,4.25,"[2, 4, 5, 3]","[3, 2, 4, 3]","[3, 3, 2, 2]","[2, 3, 2, 4]","[5, 4, 5, 4]","[3, 3, 3, 3]","[4, 4, 4, 5]"
163,semester,3.5,5.0,4.25,3.5,4.75,3.25,4.5,"[3, 3, 4, 4]","[5, 5, 5, 5]","[4, 4, 4, 5]","[4, 3, 3, 4]","[5, 5, 5, 4]","[3, 3, 4, 3]","[4, 5, 4, 5]"
164,metal,4.75,5.0,6.25,6.75,5.25,5.0,6.0,"[5, 4, 5, 5]","[5, 5, 5, 5]","[6, 6, 7, 6]","[7, 6, 7, 7]","[5, 6, 5, 5]","[5, 5, 5, 5]","[6, 6, 6, 6]"
165,wonder,7.0,7.5,5.75,2.5,6.0,4.0,4.5,"[7, 7, 7, 7]","[7, 9, 7, 7]","[6, 5, 6, 6]","[2, 3, 2, 3]","[6, 6, 6, 6]","[4, 4, 4, 4]","[4, 5, 4, 5]"
166,sunshine,6.25,7.75,6.0,4.5,6.5,5.25,3.75,"[7, 6, 6, 6]","[7, 8, 8, 8]","[6, 5, 7, 6]","[5, 4, 3, 6]","[6, 7, 6, 7]","[6, 6, 5, 4]","[4, 4, 3, 4]"
167,orbit,5.75,5.25,5.5,3.5,5.5,5.5,4.75,"[6, 6, 5, 6]","[5, 5, 5, 6]","[6, 5, 5, 6]","[4, 2, 4, 4]","[6, 5, 6, 5]","[5, 6, 6, 5]","[5, 5, 4, 5]"
168,exclaim,6.75,5.0,6.0,2.75,5.25,3.0,5.25,"[8, 6, 6, 7]","[4, 5, 6, 5]","[6, 5, 7, 6]","[2, 4, 2, 3]","[5, 6, 5, 5]","[4, 4, 2, 2]","[6, 5, 5, 5]"
169,absurd,6.75,3.0,3.75,2.0,5.0,3.25,4.75,"[7, 6, 7, 7]","[3, 2, 3, 4]","[5, 4, 3, 3]","[2, 2, 2, 2]","[5, 5, 5, 5]","[3, 4, 3, 3]","[5, 5, 4, 5]"
170,baggage,3.0,3.25,2.75,4.75,4.75,4.25,4.25,"[3, 3, 2, 4]","[3, 3, 4, 3]","[3, 2, 4, 2]","[5, 5, 5, 4]","[5, 5, 5, 4]","[5, 4, 4, 4]","[4, 4, 4, 5]"
171,tune,5.5,6.5,5.0,4.5,5.75,3.25,4.5,"[6, 5, 5, 6]","[6, 7, 6, 7]","[5, 5, 5, 5]","[4, 5, 5, 4]","[6, 6, 5, 6]","[3, 4, 3, 3]","[4, 5, 4, 5]"
172,hair,4.0,6.0,4.0,6.25,5.5,3.25,4.0,"[4, 4, 3, 5]","[6, 6, 6, 6]","[4, 3, 5, 4]","[6, 6, 7, 6]","[5, 6, 5, 6]","[4, 4, 2, 3]","[4, 5, 2, 5]"
173,stretch,5.25,5.25,5.0,4.75,5.5,4.25,5.0,"[6, 5, 5, 5]","[6, 5, 5, 5]","[5, 5, 6, 4]","[4, 5, 5, 5]","[5, 6, 6, 5]","[4, 5, 4, 4]","[5, 5, 5, 5]"
174,dice,4.0,5.0,4.25,5.25,5.0,1.75,5.0,"[4, 4, 3, 5]","[5, 5, 5, 5]","[4, 4, 5, 4]","[6, 5, 5, 5]","[5, 5, 5, 5]","[2, 2, 2, 1]","[5, 5, 5, 5]"
175,poach,5.75,2.0,2.75,2.5,4.0,2.5,5.0,"[5, 6, 6, 6]","[2, 2, 2, 2]","[3, 2, 3, 3]","[2, 4, 2, 2]","[4, 4, 4, 4]","[3, 3, 2, 2]","[5, 5, 5, 5]"
176,volcano,7.75,2.5,6.75,6.5,6.5,6.25,6.25,"[8, 8, 7, 8]","[3, 2, 2, 3]","[7, 6, 7, 7]","[7, 6, 6, 7]","[7, 6, 6, 7]","[7, 6, 6, 6]","[6, 6, 6, 7]"
177,team,4.75,6.5,6.0,5.0,5.5,4.75,5.0,"[5, 5, 5, 4]","[6, 7, 7, 6]","[6, 6, 6, 6]","[5, 6, 4, 5]","[5, 6, 5, 6]","[5, 5, 5, 4]","[5, 5, 5, 5]"
178,attic,3.0,4.5,3.75,5.5,4.75,2.75,4.0,"[3, 3, 3, 3]","[4, 5, 4, 5]","[4, 3, 4, 4]","[6, 5, 5, 6]","[4, 5, 5, 5]","[4, 2, 3, 2]","[4, 4, 3, 5]"
179,ferret,4.5,4.75,3.25,5.75,4.75,1.75,4.25,"[5, 4, 4, 5]","[4, 5, 5, 5]","[3, 3, 4, 3]","[6, 6, 6, 5]","[5, 5, 5, 4]","[2, 2, 1, 2]","[4, 4, 4, 5]"
180,know,4.0,5.25,5.5,2.5,5.25,2.5,4.5,"[4, 4, 4, 4]","[5, 5, 5, 6]","[6, 5, 5, 6]","[1, 3, 2, 4]","[5, 6, 5, 5]","[3, 2, 2, 3]","[4, 5, 4, 5]"
181,ink,3.5,4.75,3.75,5.75,5.0,1.75,4.75,"[4, 3, 3, 4]","[5, 4, 5, 5]","[4, 4, 4, 3]","[6, 5, 6, 6]","[5, 5, 5, 5]","[2, 2, 2, 1]","[4, 5, 5, 5]"
182,young,6.25,7.0,6.0,4.25,6.0,3.5,4.0,"[6, 6, 6, 7]","[7, 7, 7, 7]","[5, 5, 6, 8]","[4, 4, 5, 4]","[6, 6, 6, 6]","[4, 5, 3, 2]","[4, 5, 4, 3]"
183,desk,2.75,5.0,4.75,6.5,5.0,3.75,5.0,"[3, 3, 3, 2]","[5, 5, 5, 5]","[5, 4, 5, 5]","[7, 6, 7, 6]","[4, 6, 5, 5]","[4, 4, 4, 3]","[5, 5, 5, 5]"
184,lucky,6.25,7.5,6.0,3.0,5.5,3.5,4.25,"[6, 6, 7, 6]","[7, 8, 7, 8]","[6, 6, 6, 6]","[2, 3, 3, 4]","[6, 6, 5, 5]","[4, 4, 3, 3]","[5, 4, 4, 4]"
185,dragon,7.5,5.5,7.0,3.0,6.5,6.0,6.25,"[8, 7, 7, 8]","[5, 5, 6, 6]","[7, 7, 7, 7]","[7, 2, 1, 2]","[7, 6, 6, 7]","[6, 6, 6, 6]","[6, 6, 6, 7]"
186,pester,6.25,2.25,2.25,3.25,4.25,2.0,3.75,"[6, 6, 6, 7]","[2, 2, 2, 3]","[2, 2, 3, 2]","[2, 4, 4, 3]","[4, 5, 4, 4]","[2, 2, 2, 2]","[3, 4, 4, 4]"
187,frightened,7.5,2.0,2.0,2.25,5.25,2.25,3.0,"[8, 7, 7, 8]","[2, 2, 2, 2]","[2, 2, 2, 2]","[2, 3, 2, 2]","[5, 6, 5, 5]","[2, 3, 2, 2]","[3, 4, 3, 2]"
188,clone,5.0,4.25,4.0,2.25,4.75,3.25,5.0,"[5, 4, 6, 5]","[4, 4, 5, 4]","[4, 4, 4, 4]","[2, 2, 2, 3]","[5, 5, 5, 4]","[3, 4, 3, 3]","[5, 5, 5, 5]"
189,air,4.5,5.25,5.0,2.5,5.25,3.75,4.5,"[5, 4, 4, 5]","[5, 5, 5, 6]","[5, 5, 5, 5]","[2, 2, 2, 4]","[5, 6, 5, 5]","[4, 5, 3, 3]","[4, 5, 4, 5]"
190,paper,2.75,5.0,3.25,5.75,5.25,2.5,4.25,"[3, 3, 2, 3]","[5, 5, 5, 5]","[3, 3, 4, 3]","[6, 5, 6, 6]","[5, 6, 5, 5]","[3, 3, 2, 2]","[4, 4, 5, 4]"
191,syringe,6.5,2.0,2.25,4.5,3.75,1.75,4.75,"[7, 6, 6, 7]","[2, 2, 2, 2]","[2, 2, 3, 2]","[5, 5, 4, 4]","[4, 4, 4, 3]","[2, 2, 2, 1]","[4, 4, 5, 6]"
192,toxic,6.75,2.0,2.375,4.25,4.375,4.125,5.125,"[7, 6, 7, 7, 6, 7, 7, 7]","[2, 2, 2, 2, 2, 2, 2, 2]","[2, 3, 2, 3, 2, 2, 2, 3]","[3, 5, 4, 6, 6, 5, 2, 3]","[4, 4, 5, 5, 4, 4, 5, 4]","[5, 4, 3, 6, 3, 3, 5, 4]","[6, 4, 5, 5, 6, 5, 6, 4]"
193,bath,3.5,6.0,4.0,5.75,5.25,4.0,3.75,"[4, 3, 4, 3]","[6, 6, 6, 6]","[4, 3, 4, 5]","[6, 5, 6, 6]","[5, 6, 5, 5]","[4, 4, 4, 4]","[4, 4, 3, 4]"
194,quiet,2.25,5.75,2.25,3.25,5.5,2.0,3.25,"[2, 2, 3, 2]","[6, 6, 5, 6]","[2, 3, 2, 2]","[2, 3, 4, 4]","[5, 6, 5, 6]","[2, 2, 2, 2]","[3, 4, 3, 3]"
195,whisper,3.5,6.0,3.0,3.0,5.25,2.0,2.5,"[3, 4, 4, 3]","[6, 6, 6, 6]","[3, 3, 3, 3]","[2, 4, 3, 3]","[5, 6, 5, 5]","[2, 2, 2, 2]","[2, 4, 2, 2]"
196,gravel,3.5,3.5,3.25,6.0,4.75,2.5,5.0,"[4, 3, 3, 4]","[3, 3, 4, 4]","[3, 3, 4, 3]","[6, 6, 6, 6]","[5, 5, 5, 4]","[3, 2, 2, 3]","[5, 5, 5, 5]"
197,cruise,6.75,6.25,6.0,5.0,5.75,5.25,5.75,"[6, 7, 6, 8]","[6, 6, 7, 6]","[6, 6, 6, 6]","[5, 5, 5, 5]","[5, 6, 6, 6]","[6, 5, 5, 5]","[5, 6, 6, 6]"
198,lavish,6.75,7.0,6.5,3.75,5.75,5.75,5.75,"[7, 6, 8, 6]","[6, 7, 8, 7]","[6, 6, 7, 7]","[3, 5, 4, 3]","[5, 6, 6, 6]","[6, 6, 5, 6]","[5, 6, 6, 6]"
199,impaired,5.5,2.0,2.0,2.0,4.25,2.25,3.75,"[4, 6, 6, 6]","[2, 2, 2, 2]","[2, 2, 2, 2]","[2, 2, 2, 2]","[4, 5, 4, 4]","[3, 2, 2, 2]","[4, 4, 4, 3]"
200,cigarette,5.5,2.5,2.5,4.75,4.75,2.0,5.75,"[6, 5, 5, 6]","[2, 2, 3, 3]","[3, 2, 3, 2]","[5, 5, 4, 5]","[5, 5, 4, 5]","[2, 2, 2, 2]","[5, 6, 6, 6]"
201,captivating,8.0,8.0,7.25,2.0,6.0,4.25,4.25,"[8, 8, 8, 8]","[8, 8, 8, 8]","[7, 7, 8, 7]","[2, 2, 2, 2]","[6, 6, 6, 6]","[5, 4, 4, 4]","[3, 6, 2, 6]"
202,vehicle,5.25,5.5,6.0,6.5,6.0,5.0,6.0,"[5, 5, 5, 6]","[6, 5, 5, 6]","[6, 6, 6, 6]","[7, 6, 7, 6]","[6, 6, 6, 6]","[5, 5, 5, 5]","[6, 6, 6, 6]"
203,tired,4.0,3.0,2.25,3.75,5.0,2.5,3.75,"[3, 2, 5, 6]","[3, 3, 3, 3]","[2, 3, 2, 2]","[5, 3, 3, 4]","[5, 6, 5, 4]","[3, 3, 2, 2]","[4, 4, 4, 3]"
204,prince,5.5,7.25,7.0,4.25,5.75,5.0,6.0,"[6, 5, 5, 6]","[7, 8, 7, 7]","[7, 7, 7, 7]","[2, 6, 4, 5]","[6, 6, 5, 6]","[5, 5, 5, 5]","[6, 6, 6, 6]"
205,skin,4.0,5.0,3.75,6.25,5.5,2.75,4.25,"[4, 4, 4, 4]","[5, 5, 5, 5]","[4, 3, 4, 4]","[6, 6, 7, 6]","[5, 6, 5, 6]","[3, 3, 3, 2]","[4, 5, 3, 5]"
206,mansion,5.0,7.25,7.0,6.5,6.0,6.0,5.5,"[5, 5, 5, 5]","[7, 7, 7, 8]","[6, 8, 7, 7]","[7, 7, 6, 6]","[6, 6, 6, 6]","[6, 6, 6, 6]","[5, 6, 5, 6]"
207,fairy,5.75,6.5,4.0,2.75,5.375,1.875,2.125,"[6, 6, 5, 5, 6, 6, 6, 6]","[6, 6, 7, 6, 7, 7, 7, 6]","[4, 4, 6, 4, 4, 2, 5, 3]","[3, 2, 4, 3, 3, 2, 3, 2]","[6, 4, 6, 5, 5, 6, 5, 6]","[2, 2, 2, 2, 2, 2, 2, 1]","[1, 2, 3, 2, 2, 2, 2, 3]"
208,ambassador,4.25,6.0,7.25,3.25,4.5,5.0,6.0,"[4, 5, 4, 4]","[6, 6, 6, 6]","[7, 7, 7, 8]","[2, 4, 4, 3]","[5, 4, 5, 4]","[5, 5, 5, 5]","[6, 6, 6, 6]"
209,octopus,6.0,4.5,4.0,6.25,5.5,4.25,4.25,"[6, 6, 6, 6]","[4, 5, 5, 4]","[2, 4, 5, 5]","[7, 6, 7, 5]","[6, 5, 6, 5]","[4, 5, 4, 4]","[5, 4, 3, 5]"
210,blazes,8.25,3.5,6.75,1.75,5.75,5.75,6.25,"[8, 8, 8, 9]","[3, 2, 7, 2]","[7, 6, 7, 7]","[2, 2, 1, 2]","[6, 6, 6, 5]","[6, 6, 5, 6]","[6, 6, 6, 7]"
211,harpsichord,4.75,5.75,5.0,6.25,5.5,4.75,5.5,"[4, 6, 4, 5]","[5, 6, 6, 6]","[5, 4, 7, 4]","[7, 6, 6, 6]","[6, 6, 6, 4]","[4, 5, 5, 5]","[5, 5, 6, 6]"
212,jeep,5.25,5.125,6.0,6.0,5.0,4.75,6.0,"[6, 5, 5, 5, 5, 5, 5, 6]","[5, 6, 5, 5, 5, 5, 5, 5]","[6, 7, 6, 6, 5, 6, 7, 5]","[7, 6, 6, 6, 6, 6, 5, 6]","[5, 5, 6, 4, 5, 5, 5, 5]","[4, 5, 5, 5, 5, 4, 5, 5]","[6, 6, 6, 7, 5, 6, 6, 6]"
