,Word,Arousal_mean,Valence_mean,Dominance_mean,Concreteness_mean,Imageability_mean,Size_mean,Gender_mean,Arousal_by_runs,Valence_by_runs,Dominance_by_runs,Concreteness_by_runs,Imageability_by_runs,Size_by_runs,Gender_by_runs
107,tennis,4.75,6.5,5.5,6.5,6.25,3.75,4.0,"[5, 4, 5, 5]","[7, 6, 6, 7]","[5, 6, 6, 5]","[6, 7, 6, 7]","[7, 6, 6, 6]","[4, 4, 4, 3]","[4, 4, 4, 4]"
108,humiliate,7.0,2.0,2.25,3.75,4.5,2.75,4.0,"[7, 7, 7, 7]","[2, 2, 2, 2]","[3, 2, 2, 2]","[4, 3, 4, 4]","[4, 5, 4, 5]","[3, 2, 3, 3]","[4, 4, 4, 4]"
109,language,2.75,6.0,6.0,4.25,4.75,4.25,4.0,"[3, 2, 3, 3]","[6, 6, 6, 6]","[6, 6, 6, 6]","[4, 3, 5, 5]","[4, 5, 5, 5]","[4, 4, 5, 4]","[4, 4, 4, 4]"
110,leg (component),2.0,5.0,4.75,6.5,6.0,3.25,4.0,"[2, 1, 3, 2]","[5, 5, 5, 5]","[4, 5, 5, 5]","[6, 7, 7, 6]","[6, 6, 6, 6]","[3, 3, 4, 3]","[4, 4, 4, 4]"
111,moon,2.75,7.0,5.25,7.0,7.0,6.0,4.0,"[3, 2, 3, 3]","[7, 7, 7, 7]","[5, 6, 5, 5]","[7, 7, 7, 7]","[7, 7, 7, 7]","[6, 6, 6, 6]","[4, 4, 4, 4]"
112,plural,1.75,5.0,5.0,3.0,3.0,3.0,4.0,"[2, 1, 2, 2]","[5, 5, 5, 5]","[5, 5, 5, 5]","[3, 2, 4, 3]","[2, 3, 3, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
113,array,2.25,5.25,5.25,5.0,3.75,3.75,4.0,"[3, 1, 2, 3]","[5, 5, 5, 6]","[5, 6, 5, 5]","[5, 5, 5, 5]","[3, 4, 4, 4]","[3, 4, 4, 4]","[4, 4, 4, 4]"
114,cornflour,1.25,5.0,4.5,7.0,6.25,2.25,4.0,"[2, 1, 1, 1]","[5, 5, 5, 5]","[4, 5, 4, 5]","[7, 7, 7, 7]","[7, 6, 6, 6]","[2, 2, 3, 2]","[4, 4, 4, 4]"
115,bugle,3.5,5.0,5.0,7.0,6.25,2.5,4.5,"[3, 3, 4, 4]","[5, 5, 5, 5]","[5, 5, 5, 5]","[7, 7, 7, 7]","[7, 6, 6, 6]","[2, 3, 3, 2]","[5, 5, 4, 4]"
116,match,4.25,6.0,5.25,6.25,5.5,2.75,4.0,"[4, 4, 4, 5]","[6, 6, 6, 6]","[5, 6, 5, 5]","[6, 7, 6, 6]","[6, 5, 5, 6]","[2, 3, 3, 3]","[4, 4, 4, 4]"
117,deer,2.75,6.0,4.25,7.0,7.0,4.0,4.0,"[3, 2, 3, 3]","[6, 6, 6, 6]","[4, 5, 4, 4]","[7, 7, 7, 7]","[7, 7, 7, 7]","[4, 4, 4, 4]","[4, 4, 4, 4]"
118,sex (intercourse),8.0,7.25,6.0,6.5,6.25,3.25,4.0,"[8, 8, 8, 8]","[8, 7, 7, 7]","[6, 7, 6, 5]","[7, 7, 6, 6]","[6, 6, 7, 6]","[3, 3, 4, 3]","[4, 4, 4, 4]"
119,soldier,6.0,5.75,7.0,7.0,7.0,4.75,5.5,"[6, 6, 6, 6]","[6, 6, 5, 6]","[7, 7, 7, 7]","[7, 7, 7, 7]","[7, 7, 7, 7]","[5, 5, 5, 4]","[6, 5, 5, 6]"
120,bloom,3.5,7.25,6.25,6.0,6.0,2.5,3.5,"[4, 3, 4, 3]","[7, 7, 7, 8]","[6, 7, 6, 6]","[6, 7, 5, 6]","[6, 6, 6, 6]","[2, 3, 3, 2]","[3, 3, 4, 4]"
121,creature,3.5,5.0,4.25,6.25,6.25,4.0,4.0,"[4, 3, 4, 3]","[5, 5, 5, 5]","[4, 5, 4, 4]","[6, 7, 6, 6]","[7, 6, 6, 6]","[4, 4, 4, 4]","[4, 4, 4, 4]"
122,pilot,4.75,6.75,7.0,6.75,6.25,4.25,4.75,"[5, 4, 5, 5]","[7, 7, 6, 7]","[7, 8, 7, 6]","[6, 7, 7, 7]","[7, 6, 6, 6]","[4, 5, 4, 4]","[5, 5, 5, 4]"
123,surf,5.5,7.0,5.5,5.75,6.25,3.5,4.0,"[6, 5, 6, 5]","[7, 7, 7, 7]","[5, 6, 6, 5]","[6, 5, 6, 6]","[7, 6, 6, 6]","[3, 4, 4, 3]","[4, 4, 4, 4]"
124,wisdom,2.75,8.0,7.75,3.0,3.75,4.0,4.0,"[3, 2, 3, 3]","[8, 8, 8, 8]","[8, 8, 8, 7]","[4, 2, 3, 3]","[3, 4, 4, 4]","[3, 5, 4, 4]","[4, 4, 4, 4]"
125,unfaithful,7.0,1.75,2.0,3.0,4.25,2.75,4.0,"[7, 7, 7, 7]","[2, 1, 2, 2]","[2, 2, 2, 2]","[4, 2, 3, 3]","[3, 5, 4, 5]","[3, 2, 3, 3]","[4, 4, 4, 4]"
126,fuck,8.5,3.0,3.25,4.25,5.5,3.0,4.25,"[9, 8, 9, 8]","[4, 2, 4, 2]","[3, 4, 3, 3]","[5, 5, 3, 4]","[5, 6, 6, 5]","[3, 2, 4, 3]","[4, 5, 4, 4]"
127,medieval,2.75,4.75,4.75,3.5,4.75,5.0,4.0,"[3, 2, 3, 3]","[4, 5, 5, 5]","[4, 6, 5, 4]","[4, 2, 4, 4]","[4, 5, 5, 5]","[5, 5, 5, 5]","[4, 4, 4, 4]"
128,patriot,5.0,6.75,7.0,4.75,4.75,3.75,5.0,"[5, 5, 5, 5]","[7, 7, 6, 7]","[7, 7, 7, 7]","[5, 4, 5, 5]","[4, 5, 5, 5]","[3, 4, 4, 4]","[5, 5, 5, 5]"
129,misconception,3.75,3.0,4.0,3.25,3.0,3.0,4.0,"[4, 3, 4, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]","[4, 2, 4, 3]","[2, 3, 3, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
130,penalty,5.5,3.0,3.75,5.0,5.0,3.0,4.0,"[6, 5, 5, 6]","[3, 3, 3, 3]","[3, 4, 4, 4]","[6, 3, 6, 5]","[5, 5, 5, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
131,expression,2.75,6.0,5.75,3.75,4.5,3.0,4.0,"[3, 2, 3, 3]","[6, 6, 6, 6]","[6, 6, 6, 5]","[4, 3, 4, 4]","[4, 5, 4, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
132,sponsor,3.25,6.75,6.5,4.5,4.25,3.75,4.0,"[4, 3, 3, 3]","[7, 7, 6, 7]","[6, 7, 7, 6]","[5, 4, 4, 5]","[4, 4, 4, 5]","[3, 4, 4, 4]","[4, 4, 4, 4]"
133,sense (common),2.75,7.0,6.25,3.25,4.0,3.25,4.0,"[3, 2, 3, 3]","[7, 7, 7, 7]","[6, 7, 6, 6]","[4, 2, 4, 3]","[3, 4, 4, 5]","[3, 3, 4, 3]","[4, 4, 4, 4]"
134,dustbin,1.75,3.75,4.0,7.0,6.5,3.25,4.0,"[2, 1, 2, 2]","[4, 4, 3, 4]","[4, 4, 4, 4]","[7, 7, 7, 7]","[7, 6, 7, 6]","[3, 3, 4, 3]","[4, 4, 4, 4]"
135,package,3.0,5.5,5.0,7.0,6.0,3.0,4.0,"[3, 3, 3, 3]","[6, 5, 6, 5]","[5, 5, 5, 5]","[7, 7, 7, 7]","[7, 5, 6, 6]","[3, 3, 3, 3]","[4, 4, 4, 4]"
136,weak,3.0,2.75,2.0,3.0,4.0,2.25,3.75,"[4, 2, 3, 3]","[3, 2, 3, 3]","[2, 2, 2, 2]","[4, 2, 3, 3]","[3, 4, 4, 5]","[2, 2, 3, 2]","[4, 3, 4, 4]"
137,cut,4.25,4.0,4.25,5.25,5.5,2.25,4.0,"[5, 4, 4, 4]","[4, 4, 4, 4]","[4, 5, 4, 4]","[6, 5, 5, 5]","[6, 5, 5, 6]","[2, 2, 3, 2]","[4, 4, 4, 4]"
138,astronaut,5.75,7.25,7.25,7.0,7.0,5.0,4.75,"[6, 5, 6, 6]","[7, 7, 7, 8]","[7, 8, 7, 7]","[7, 7, 7, 7]","[7, 7, 7, 7]","[5, 5, 5, 5]","[5, 5, 5, 4]"
139,shocking,7.25,2.25,3.0,3.0,4.5,3.0,4.0,"[7, 7, 8, 7]","[2, 2, 3, 2]","[3, 3, 3, 3]","[4, 2, 3, 3]","[4, 5, 4, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
140,bastards,6.75,1.5,2.0,4.5,4.5,3.0,4.5,"[8, 6, 7, 6]","[1, 1, 2, 2]","[2, 2, 2, 2]","[5, 4, 5, 4]","[4, 5, 4, 5]","[3, 2, 4, 3]","[5, 5, 4, 4]"
141,stop,3.5,4.75,5.0,4.0,5.0,3.0,4.0,"[4, 2, 4, 4]","[5, 4, 5, 5]","[5, 5, 5, 5]","[5, 3, 4, 4]","[5, 5, 5, 5]","[3, 3, 4, 2]","[4, 4, 4, 4]"
142,pride (feeling),4.5,6.75,7.0,3.25,4.75,3.25,4.0,"[5, 4, 5, 4]","[7, 7, 6, 7]","[7, 7, 7, 7]","[4, 2, 4, 3]","[4, 5, 5, 5]","[3, 4, 3, 3]","[4, 4, 4, 4]"
143,proof,3.0,6.5,6.5,4.25,4.0,3.25,4.0,"[3, 2, 4, 3]","[7, 6, 6, 7]","[6, 7, 7, 6]","[5, 3, 4, 5]","[3, 4, 4, 5]","[3, 3, 4, 3]","[4, 4, 4, 4]"
144,hesitant,3.0,4.0,3.75,3.0,4.25,2.5,3.75,"[4, 2, 3, 3]","[4, 4, 4, 4]","[3, 4, 4, 4]","[4, 2, 3, 3]","[3, 5, 4, 5]","[3, 2, 3, 2]","[4, 3, 4, 4]"
145,flabby,3.0,2.75,3.0,4.75,6.0,2.25,3.75,"[4, 3, 2, 3]","[2, 3, 3, 3]","[3, 3, 3, 3]","[6, 5, 4, 4]","[6, 6, 6, 6]","[2, 2, 3, 2]","[4, 3, 4, 4]"
146,nun,2.5,6.5,5.25,7.0,6.5,3.0,2.0,"[3, 2, 2, 3]","[7, 6, 7, 6]","[5, 6, 4, 6]","[7, 7, 7, 7]","[7, 6, 7, 6]","[3, 3, 3, 3]","[2, 2, 2, 2]"
147,genes,2.75,6.0,5.25,6.25,4.5,2.75,4.0,"[3, 2, 3, 3]","[6, 6, 6, 6]","[5, 6, 5, 5]","[6, 7, 6, 6]","[4, 4, 5, 5]","[2, 3, 3, 3]","[4, 4, 4, 4]"
148,nasty,6.0,1.75,2.25,3.25,4.75,2.5,4.0,"[6, 6, 6, 6]","[1, 2, 2, 2]","[2, 3, 2, 2]","[5, 2, 3, 3]","[4, 6, 4, 5]","[3, 2, 3, 2]","[4, 4, 4, 4]"
149,litter (animal babies),3.0,6.5,4.25,6.75,6.25,2.25,3.75,"[3, 3, 3, 3]","[7, 6, 6, 7]","[4, 5, 4, 4]","[6, 7, 7, 7]","[7, 6, 6, 6]","[2, 2, 3, 2]","[4, 3, 4, 4]"
150,salty,3.75,5.0,4.0,4.25,5.25,2.75,4.0,"[4, 3, 4, 4]","[5, 5, 5, 5]","[5, 3, 4, 4]","[4, 4, 5, 4]","[5, 5, 6, 5]","[3, 3, 3, 2]","[4, 4, 4, 4]"
151,become,3.75,5.75,5.25,2.0,3.0,3.5,4.0,"[3, 3, 5, 4]","[5, 6, 6, 6]","[6, 5, 5, 5]","[2, 2, 2, 2]","[3, 3, 3, 3]","[3, 4, 4, 3]","[4, 4, 4, 4]"
152,rough,5.0,3.75,3.75,4.25,5.0,3.0,4.75,"[6, 4, 5, 5]","[4, 3, 4, 4]","[4, 3, 4, 4]","[4, 4, 5, 4]","[5, 4, 6, 5]","[3, 3, 3, 3]","[5, 5, 4, 5]"
153,proud,5.375,7.25,7.125,2.375,4.0,3.375,4.25,"[5, 5, 5, 6, 6, 5, 5, 6]","[7, 7, 8, 8, 7, 7, 7, 7]","[7, 8, 7, 7, 7, 7, 7, 7]","[2, 2, 3, 1, 3, 2, 3, 3]","[3, 4, 5, 3, 4, 5, 4, 4]","[4, 4, 3, 3, 4, 2, 4, 3]","[5, 4, 4, 4, 4, 4, 4, 5]"
154,fly,4.75,4.75,4.0,6.0,6.5,1.75,4.0,"[6, 4, 4, 5]","[5, 5, 5, 4]","[5, 3, 4, 4]","[5, 7, 7, 5]","[7, 6, 7, 6]","[2, 2, 1, 2]","[4, 4, 4, 4]"
155,child,3.25,7.0,3.5,6.75,7.0,2.75,4.0,"[3, 3, 4, 3]","[7, 7, 7, 7]","[4, 3, 4, 3]","[7, 7, 7, 6]","[7, 7, 7, 7]","[3, 3, 2, 3]","[4, 4, 4, 4]"
156,length,2.5,5.0,4.5,4.75,4.75,4.0,4.0,"[2, 2, 3, 3]","[5, 5, 5, 5]","[5, 4, 5, 4]","[5, 5, 4, 5]","[5, 4, 5, 5]","[4, 4, 4, 4]","[4, 4, 4, 4]"
157,sharp,5.75,4.75,5.25,4.25,5.0,3.0,4.0,"[7, 5, 6, 5]","[5, 4, 5, 5]","[5, 5, 6, 5]","[4, 4, 5, 4]","[5, 4, 6, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
158,request,3.25,5.75,4.25,2.75,3.5,3.0,4.0,"[3, 3, 4, 3]","[6, 5, 6, 6]","[5, 4, 4, 4]","[3, 3, 3, 2]","[4, 3, 4, 3]","[3, 3, 3, 3]","[4, 4, 4, 4]"
159,snail,2.5,5.0,3.25,7.0,6.75,1.75,4.0,"[2, 2, 3, 3]","[5, 5, 5, 5]","[4, 3, 3, 3]","[7, 7, 7, 7]","[7, 6, 7, 7]","[2, 2, 1, 2]","[4, 4, 4, 4]"
160,hill,2.75,5.25,4.5,7.0,6.75,4.25,4.0,"[3, 2, 3, 3]","[5, 5, 5, 6]","[5, 4, 5, 4]","[7, 7, 7, 7]","[7, 6, 7, 7]","[4, 5, 4, 4]","[4, 4, 4, 4]"
161,cells,3.75,5.25,4.0,6.75,5.5,2.25,4.0,"[4, 3, 4, 4]","[5, 5, 6, 5]","[5, 3, 4, 4]","[7, 7, 7, 6]","[6, 5, 6, 5]","[3, 2, 2, 2]","[4, 4, 4, 4]"
162,solemn,3.75,4.0,4.0,2.5,3.75,3.0,4.0,"[5, 2, 4, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]","[2, 2, 3, 3]","[4, 3, 4, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
163,semester,2.25,5.25,4.75,4.0,4.25,4.0,4.0,"[2, 2, 3, 2]","[5, 5, 5, 6]","[5, 4, 5, 5]","[4, 4, 4, 4]","[4, 4, 5, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]"
164,metal,3.75,5.25,5.0,6.75,6.5,4.0,4.5,"[4, 3, 4, 4]","[5, 5, 6, 5]","[5, 5, 5, 5]","[7, 7, 7, 6]","[7, 6, 7, 6]","[4, 4, 4, 4]","[5, 4, 4, 5]"
165,wonder,5.5,7.75,5.75,2.25,3.75,4.0,4.0,"[6, 5, 6, 5]","[8, 8, 7, 8]","[6, 5, 6, 6]","[2, 2, 2, 3]","[4, 3, 4, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]"
166,sunshine,5.0,9.0,6.25,5.75,7.0,4.0,3.25,"[5, 5, 5, 5]","[9, 9, 9, 9]","[7, 6, 6, 6]","[6, 5, 7, 5]","[7, 7, 7, 7]","[4, 4, 4, 4]","[3, 3, 4, 3]"
167,orbit,4.25,6.0,5.25,4.25,5.25,5.5,4.0,"[4, 4, 4, 5]","[6, 6, 6, 6]","[6, 5, 5, 5]","[4, 3, 5, 5]","[5, 5, 6, 5]","[5, 6, 5, 6]","[4, 4, 4, 4]"
168,exclaim,6.25,5.75,5.0,3.0,3.75,3.0,4.0,"[7, 6, 6, 6]","[5, 6, 6, 6]","[6, 4, 5, 5]","[3, 3, 3, 3]","[4, 3, 5, 3]","[3, 3, 3, 3]","[4, 4, 4, 4]"
169,absurd,5.75,3.5,3.0,2.0,3.5,3.0,4.0,"[6, 5, 6, 6]","[3, 3, 4, 4]","[3, 3, 3, 3]","[2, 2, 2, 2]","[4, 3, 4, 3]","[3, 3, 3, 3]","[4, 4, 4, 4]"
170,baggage,3.0,4.0,3.5,6.5,6.25,3.75,4.0,"[3, 3, 3, 3]","[4, 4, 4, 4]","[4, 3, 4, 3]","[6, 7, 7, 6]","[6, 6, 7, 6]","[4, 4, 4, 3]","[4, 4, 4, 4]"
171,tune,4.5,7.0,5.0,5.0,5.25,3.0,3.75,"[5, 4, 5, 4]","[7, 7, 7, 7]","[6, 4, 5, 5]","[4, 5, 6, 5]","[6, 5, 6, 4]","[3, 3, 3, 3]","[4, 4, 4, 3]"
172,hair,2.25,5.5,4.0,7.0,7.0,2.25,3.5,"[3, 2, 2, 2]","[5, 5, 6, 6]","[5, 3, 4, 4]","[7, 7, 7, 7]","[7, 7, 7, 7]","[3, 2, 2, 2]","[3, 4, 4, 3]"
173,stretch,3.75,6.0,4.75,4.25,5.0,4.0,4.0,"[4, 3, 4, 4]","[6, 6, 6, 6]","[5, 4, 5, 5]","[4, 4, 5, 4]","[5, 4, 6, 5]","[4, 4, 4, 4]","[4, 4, 4, 4]"
174,dice,4.0,5.0,4.25,7.0,6.75,1.5,4.0,"[5, 3, 4, 4]","[5, 5, 5, 5]","[5, 4, 4, 4]","[7, 7, 7, 7]","[7, 6, 7, 7]","[2, 2, 1, 1]","[4, 4, 4, 4]"
175,poach,4.25,3.75,4.0,4.25,4.25,3.0,4.0,"[4, 4, 5, 4]","[4, 4, 4, 3]","[5, 3, 4, 4]","[4, 4, 5, 4]","[4, 4, 5, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
176,volcano,7.75,4.0,6.5,7.0,7.0,6.25,4.25,"[8, 8, 7, 8]","[4, 4, 4, 4]","[6, 7, 7, 6]","[7, 7, 7, 7]","[7, 7, 7, 7]","[6, 7, 6, 6]","[5, 4, 4, 4]"
177,team,4.75,7.0,5.75,5.0,5.75,4.0,4.0,"[5, 4, 5, 5]","[7, 7, 7, 7]","[6, 5, 6, 6]","[5, 5, 6, 4]","[6, 5, 6, 6]","[4, 4, 4, 4]","[4, 4, 4, 4]"
178,attic,2.75,5.0,3.75,6.75,6.5,3.5,4.0,"[3, 2, 3, 3]","[5, 5, 5, 5]","[4, 4, 4, 3]","[7, 7, 7, 6]","[7, 6, 7, 6]","[4, 4, 3, 3]","[4, 4, 4, 4]"
179,ferret,3.25,5.0,3.75,7.0,6.75,2.75,4.0,"[4, 3, 3, 3]","[5, 5, 5, 5]","[4, 3, 4, 4]","[7, 7, 7, 7]","[7, 6, 7, 7]","[3, 3, 2, 3]","[4, 4, 4, 4]"
180,know,3.5,6.0,5.25,2.0,3.0,3.0,4.0,"[3, 3, 4, 4]","[6, 6, 6, 6]","[6, 5, 5, 5]","[2, 2, 2, 2]","[3, 3, 3, 3]","[3, 3, 3, 3]","[4, 4, 4, 4]"
181,ink,2.75,5.25,4.0,6.5,6.25,2.25,4.0,"[3, 2, 3, 3]","[5, 5, 6, 5]","[5, 3, 4, 4]","[6, 7, 7, 6]","[6, 6, 7, 6]","[3, 2, 2, 2]","[4, 4, 4, 4]"
182,young,4.25,6.75,3.75,3.25,4.75,3.0,4.0,"[4, 4, 5, 4]","[6, 7, 7, 7]","[4, 4, 4, 3]","[3, 3, 4, 3]","[5, 4, 5, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
183,desk,2.0,5.25,4.5,7.0,6.75,3.75,4.0,"[2, 2, 2, 2]","[5, 5, 5, 6]","[5, 4, 5, 4]","[7, 7, 7, 7]","[7, 6, 7, 7]","[4, 4, 3, 4]","[4, 4, 4, 4]"
184,lucky,6.25,8.0,6.0,2.25,4.0,3.0,4.0,"[6, 6, 7, 6]","[8, 8, 8, 8]","[7, 5, 6, 6]","[2, 2, 2, 3]","[4, 3, 5, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
185,dragon,6.75,5.25,7.0,5.75,7.0,6.0,5.0,"[7, 6, 7, 7]","[5, 5, 6, 5]","[7, 7, 7, 7]","[6, 6, 6, 5]","[7, 7, 7, 7]","[6, 6, 6, 6]","[5, 5, 5, 5]"
186,pester,5.5,3.0,2.75,3.5,4.0,3.0,4.0,"[6, 4, 6, 6]","[3, 3, 3, 3]","[3, 2, 3, 3]","[3, 4, 4, 3]","[4, 4, 4, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
187,frightened,7.5,2.75,2.0,2.5,4.25,3.0,3.5,"[8, 7, 8, 7]","[3, 2, 3, 3]","[2, 2, 2, 2]","[2, 2, 3, 3]","[4, 4, 5, 4]","[3, 3, 3, 3]","[3, 4, 4, 3]"
188,clone,5.5,4.75,4.25,4.75,5.25,3.75,4.0,"[5, 5, 6, 6]","[5, 4, 5, 5]","[4, 4, 5, 4]","[5, 5, 5, 4]","[5, 5, 6, 5]","[4, 4, 4, 3]","[4, 4, 4, 4]"
189,air,2.75,5.75,4.75,5.5,5.5,3.25,4.0,"[3, 2, 3, 3]","[5, 6, 6, 6]","[5, 4, 5, 5]","[5, 5, 7, 5]","[6, 5, 6, 5]","[3, 4, 3, 3]","[4, 4, 4, 4]"
190,paper,2.0,5.25,4.0,6.75,6.75,2.5,4.0,"[2, 2, 2, 2]","[5, 5, 6, 5]","[5, 3, 4, 4]","[7, 7, 7, 6]","[7, 6, 7, 7]","[3, 3, 2, 2]","[4, 4, 4, 4]"
191,syringe,5.75,4.0,3.5,7.0,6.5,2.0,4.0,"[6, 5, 6, 6]","[4, 4, 4, 4]","[4, 3, 4, 3]","[7, 7, 7, 7]","[7, 6, 7, 6]","[2, 2, 2, 2]","[4, 4, 4, 4]"
192,toxic,7.125,1.625,2.25,4.5,4.75,3.625,4.0,"[8, 7, 6, 7, 7, 7, 8, 7]","[1, 2, 2, 1, 1, 2, 2, 2]","[2, 2, 2, 2, 2, 3, 2, 3]","[5, 4, 4, 5, 5, 5, 4, 4]","[5, 5, 5, 4, 5, 5, 5, 4]","[4, 4, 4, 3, 3, 4, 3, 4]","[4, 4, 4, 4, 4, 4, 4, 4]"
193,bath,2.75,7.0,4.5,7.0,6.75,3.25,3.5,"[3, 2, 3, 3]","[7, 7, 7, 7]","[5, 4, 5, 4]","[7, 7, 7, 7]","[7, 6, 7, 7]","[3, 4, 3, 3]","[3, 4, 4, 3]"
194,quiet,1.75,6.5,3.25,3.0,4.25,2.75,3.5,"[2, 1, 2, 2]","[6, 6, 7, 7]","[3, 4, 3, 3]","[3, 2, 3, 4]","[4, 4, 5, 4]","[2, 3, 3, 3]","[3, 4, 4, 3]"
195,whisper,3.0,6.0,3.0,4.0,5.25,2.0,3.5,"[3, 2, 4, 3]","[6, 6, 6, 6]","[3, 3, 3, 3]","[4, 4, 4, 4]","[6, 4, 6, 5]","[2, 2, 2, 2]","[3, 4, 4, 3]"
196,gravel,2.75,4.5,3.5,7.0,6.5,2.75,4.0,"[3, 2, 3, 3]","[5, 4, 5, 4]","[4, 3, 4, 3]","[7, 7, 7, 7]","[7, 6, 7, 6]","[3, 3, 2, 3]","[4, 4, 4, 4]"
197,cruise,5.5,7.75,6.25,5.5,6.25,5.0,4.0,"[5, 5, 6, 6]","[7, 8, 8, 8]","[7, 6, 6, 6]","[5, 6, 6, 5]","[6, 6, 7, 6]","[5, 5, 5, 5]","[4, 4, 4, 4]"
198,lavish,5.25,7.75,6.25,3.0,4.5,4.0,4.0,"[5, 5, 6, 5]","[8, 7, 8, 8]","[7, 6, 6, 6]","[3, 3, 3, 3]","[5, 4, 5, 4]","[4, 4, 4, 4]","[4, 4, 4, 4]"
199,impaired,4.75,2.75,2.5,3.0,3.75,3.0,4.0,"[5, 4, 5, 5]","[3, 2, 3, 3]","[3, 2, 3, 2]","[3, 3, 3, 3]","[4, 3, 4, 4]","[3, 3, 3, 3]","[4, 4, 4, 4]"
200,cigarette,5.25,3.0,3.25,7.0,6.5,2.0,4.25,"[6, 5, 5, 5]","[3, 3, 3, 3]","[4, 2, 4, 3]","[7, 7, 7, 7]","[7, 6, 7, 6]","[2, 2, 2, 2]","[5, 4, 4, 4]"
201,captivating,6.75,8.0,6.5,2.5,3.75,4.0,3.5,"[7, 6, 7, 7]","[8, 8, 8, 8]","[7, 6, 6, 7]","[2, 2, 3, 3]","[4, 3, 4, 4]","[4, 4, 4, 4]","[3, 4, 4, 3]"
202,vehicle,4.25,5.75,5.25,6.5,6.5,5.0,4.25,"[4, 4, 5, 4]","[6, 5, 6, 6]","[5, 5, 6, 5]","[6, 7, 7, 6]","[7, 6, 7, 6]","[5, 5, 5, 5]","[4, 4, 4, 5]"
203,tired,2.75,3.25,2.25,3.0,4.5,3.0,4.0,"[3, 1, 4, 3]","[3, 3, 3, 4]","[3, 2, 2, 2]","[3, 3, 3, 3]","[4, 4, 5, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
204,prince,4.75,7.0,7.0,5.75,6.5,4.5,5.5,"[5, 4, 5, 5]","[7, 7, 7, 7]","[7, 7, 7, 7]","[6, 6, 6, 5]","[7, 6, 7, 6]","[4, 5, 5, 4]","[5, 5, 6, 6]"
205,skin,3.25,5.25,4.0,6.75,6.5,3.0,4.0,"[3, 3, 4, 3]","[5, 5, 6, 5]","[5, 3, 4, 4]","[7, 7, 7, 6]","[7, 6, 7, 6]","[3, 3, 3, 3]","[4, 4, 4, 4]"
206,mansion,4.75,7.25,7.0,7.0,6.75,6.0,4.0,"[5, 4, 5, 5]","[7, 7, 8, 7]","[7, 7, 7, 7]","[7, 7, 7, 7]","[7, 6, 7, 7]","[6, 6, 6, 6]","[4, 4, 4, 4]"
207,fairy,4.125,6.875,4.625,5.875,6.875,2.5,2.25,"[4, 4, 4, 4, 4, 4, 4, 5]","[7, 7, 7, 6, 7, 7, 7, 7]","[5, 6, 4, 5, 5, 3, 5, 4]","[6, 6, 6, 6, 6, 6, 6, 5]","[7, 7, 6, 7, 7, 7, 7, 7]","[3, 3, 2, 3, 2, 2, 3, 2]","[2, 2, 3, 2, 2, 3, 2, 2]"
208,ambassador,3.75,7.0,7.25,5.25,5.5,4.75,4.75,"[4, 3, 4, 4]","[7, 7, 7, 7]","[7, 7, 7, 8]","[5, 6, 6, 4]","[6, 4, 7, 5]","[5, 5, 5, 4]","[5, 4, 5, 5]"
209,octopus,4.75,5.5,4.5,7.0,7.0,4.75,4.0,"[5, 4, 5, 5]","[5, 5, 6, 6]","[4, 4, 5, 5]","[7, 7, 7, 7]","[7, 7, 7, 7]","[5, 5, 4, 5]","[4, 4, 4, 4]"
210,blazes,6.75,4.5,5.5,4.25,5.0,4.0,4.0,"[7, 7, 6, 7]","[4, 4, 5, 5]","[6, 4, 6, 6]","[4, 4, 5, 4]","[5, 5, 5, 5]","[4, 4, 4, 4]","[4, 4, 4, 4]"
211,harpsichord,3.5,5.75,4.75,7.0,6.25,5.0,4.0,"[4, 3, 3, 4]","[5, 6, 6, 6]","[6, 4, 4, 5]","[7, 7, 7, 7]","[6, 6, 7, 6]","[5, 5, 5, 5]","[4, 4, 4, 4]"
212,jeep,4.25,6.0,5.75,7.0,6.875,4.625,4.5,"[5, 3, 4, 5, 4, 4, 4, 5]","[6, 6, 6, 6, 6, 6, 6, 6]","[6, 6, 6, 6, 6, 5, 6, 5]","[7, 7, 7, 7, 7, 7, 7, 7]","[7, 7, 6, 7, 7, 7, 7, 7]","[5, 5, 5, 4, 4, 5, 4, 5]","[5, 5, 4, 4, 4, 5, 4, 5]"
