Word,Auditory_mean,Gustatory_mean,Haptic_mean,Interoceptive_mean,Olfactory_mean,Visual_mean,Auditory_by_runs,Gustatory_by_runs,Haptic_by_runs,Interoceptive_by_runs,Olfactory_by_runs,Visual_by_runs,Foot/leg_mean,Hand/arm_mean,Torso_mean,Head_mean,Mouth/throat_mean,Foot/leg_by_runs,Hand/arm_by_runs,Torso_by_runs,Head_by_runs,Mouth/throat_by_runs
adage,2,1,2.25,2,1,3.5,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[1.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 4.0, 4.0, 3.0]",1,2.25,1.75,2.75,0.5,"[1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 2.0, 1.0, 2.0]","[3.0, 3.0, 2.0, 3.0]","[0.0, 0.0, 1.0, 1.0]"
adapt,2.25,0.5,2.75,3.25,1.5,3,"[2.0, 3.0, 2.0, 2.0]","[1.0, 0.0, 1.0, 0.0]","[2.0, 3.0, 3.0, 3.0]","[3.0, 4.0, 3.0, 3.0]","[1.0, 1.0, 2.0, 2.0]","[3.0, 2.0, 4.0, 3.0]",2.25,2.25,1.75,2,0.5,"[4.0, 0.0, 4.0, 1.0]","[3.0, 0.0, 3.0, 3.0]","[2.0, 0.0, 3.0, 2.0]","[3.0, 0.0, 3.0, 2.0]","[0.0, 0.0, 1.0, 1.0]"
add,2,0.75,2.5,2.25,1,3,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 0.0]","[3.0, 3.0, 1.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 4.0, 3.0, 3.0]",2,2.25,2.25,2.25,0.5,"[2.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 1.0, 3.0]","[3.0, 2.0, 1.0, 3.0]","[0.0, 0.0, 0.0, 2.0]"
addict,2.25,1.75,3.5,3.5,1.75,2.5,"[2.0, 3.0, 2.0, 2.0]","[1.0, 2.0, 3.0, 1.0]","[3.0, 4.0, 4.0, 3.0]","[3.0, 3.0, 4.0, 4.0]","[1.0, 2.0, 3.0, 1.0]","[2.0, 3.0, 2.0, 3.0]",2.25,2.5,2.5,2.5,1,"[4.0, 2.0, 1.0, 2.0]","[3.0, 3.0, 2.0, 2.0]","[3.0, 3.0, 2.0, 2.0]","[2.0, 3.0, 3.0, 2.0]","[1.0, 2.0, 1.0, 0.0]"
addicted,2.75,1,3.25,3.5,1.75,2.75,"[2.0, 3.0, 3.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 4.0, 4.0, 3.0]","[4.0, 3.0, 4.0, 3.0]","[2.0, 1.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 4.0]",2,3,2.25,3,1,"[1.0, 3.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 3.0]","[2.0, 3.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 3.0]","[0.0, 1.0, 1.0, 2.0]"
addition,1.75,0.25,2.5,2,1,3.5,"[2.0, 1.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 0.0]","[1.0, 2.0, 3.0, 4.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 4.0, 4.0]",2,2.25,2.25,2.5,1.25,"[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 3.0, 3.0, 2.0]","[1.0, 1.0, 1.0, 2.0]"
address,2.75,0.5,2.25,2.25,1.25,3.75,"[2.0, 3.0, 4.0, 2.0]","[1.0, 0.0, 0.0, 1.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[1.0, 2.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 3.0]",1.5,2.5,2.25,2.75,0.25,"[0.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 1.0]"
adequate,2,0.5,2.25,2.5,1,2.75,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 0.0, 0.0]","[3.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 4.0, 3.0]",2,2,2,2.5,0.75,"[2.0, 2.0, 3.0, 1.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 3.0]","[0.0, 0.0, 1.0, 2.0]"
adjective,2.25,0,2,1.5,1,3.25,"[2.0, 2.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 3.0, 2.0, 2.0]","[1.0, 2.0, 1.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 4.0, 3.0, 3.0]",2.5,2.5,2.25,3,0.75,"[3.0, 3.0, 2.0, 2.0]","[4.0, 3.0, 2.0, 1.0]","[2.0, 2.0, 3.0, 2.0]","[4.0, 2.0, 3.0, 3.0]","[1.0, 1.0, 1.0, 0.0]"
adjust,2.25,0.5,2.75,2,1,3,"[3.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 1.0, 0.0]","[3.0, 1.0, 3.0, 4.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 2.0, 4.0]",2.5,2,2.25,2.25,0.25,"[3.0, 1.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 0.0]"
admiral,3,0.75,2.25,2,1.75,3.75,"[3.0, 3.0, 3.0, 3.0]","[1.0, 1.0, 0.0, 1.0]","[2.0, 3.0, 2.0, 2.0]","[1.0, 3.0, 2.0, 2.0]","[1.0, 2.0, 1.0, 3.0]","[3.0, 4.0, 4.0, 4.0]",2.5,2.5,2.5,2.5,0.75,"[3.0, 3.0, 3.0, 1.0]","[3.0, 2.0, 3.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[2.0, 3.0, 2.0, 3.0]","[1.0, 1.0, 0.0, 1.0]"
admire,2,0.5,2.25,2,1,3.75,"[2.0, 2.0, 3.0, 1.0]","[0.0, 0.0, 1.0, 1.0]","[4.0, 1.0, 3.0, 1.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[4.0, 3.0, 4.0, 4.0]",2.25,2.5,2.5,3,0,"[4.0, 1.0, 1.0, 3.0]","[2.0, 3.0, 3.0, 2.0]","[3.0, 3.0, 2.0, 2.0]","[4.0, 2.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
admired,2.5,0.25,2.5,1.75,1.25,3.25,"[3.0, 3.0, 2.0, 2.0]","[1.0, 0.0, 0.0, 0.0]","[2.0, 4.0, 3.0, 1.0]","[2.0, 2.0, 2.0, 1.0]","[1.0, 1.0, 1.0, 2.0]","[3.0, 4.0, 3.0, 3.0]",2.25,2.5,3,2.5,0.75,"[1.0, 4.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 1.0]","[3.0, 3.0, 4.0, 2.0]","[3.0, 2.0, 3.0, 2.0]","[1.0, 0.0, 1.0, 1.0]"
adopt,1.75,0.75,2,1.5,1,2.75,"[2.0, 2.0, 2.0, 1.0]","[0.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 2.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 3.0, 2.0]",2.75,2.75,2.5,2.75,0.5,"[3.0, 2.0, 3.0, 3.0]","[2.0, 4.0, 3.0, 2.0]","[2.0, 2.0, 3.0, 3.0]","[1.0, 3.0, 4.0, 3.0]","[0.0, 0.0, 1.0, 1.0]"
adorable,2,0.75,3.5,2.25,1.75,4,"[2.0, 2.0, 3.0, 1.0]","[1.0, 1.0, 1.0, 0.0]","[5.0, 3.0, 3.0, 3.0]","[3.0, 1.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 1.0]","[4.0, 4.0, 4.0, 4.0]",2.5,2.5,2.75,3,1.5,"[1.0, 2.0, 4.0, 3.0]","[2.0, 3.0, 1.0, 4.0]","[2.0, 3.0, 2.0, 4.0]","[3.0, 3.0, 3.0, 3.0]","[1.0, 1.0, 1.0, 3.0]"
adore,2.25,2.75,4,3.25,2.25,3.5,"[3.0, 2.0, 2.0, 2.0]","[5.0, 3.0, 0.0, 3.0]","[4.0, 4.0, 4.0, 4.0]","[3.0, 4.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 3.0]","[3.0, 4.0, 4.0, 3.0]",1.75,2,2.5,3,1.75,"[2.0, 1.0, 2.0, 2.0]","[2.0, 1.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 4.0]","[3.0, 4.0, 2.0, 3.0]","[2.0, 2.0, 1.0, 2.0]"
adult,1.75,1,2.75,2,1,2.75,"[1.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 2.0, 1.0]","[3.0, 3.0, 4.0, 1.0]","[2.0, 2.0, 2.0, 2.0]","[0.0, 2.0, 1.0, 1.0]","[3.0, 3.0, 3.0, 2.0]",2.75,2.5,3,2.75,1.25,"[3.0, 3.0, 2.0, 3.0]","[3.0, 3.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 3.0]","[3.0, 2.0, 3.0, 3.0]","[1.0, 2.0, 0.0, 2.0]"
adultery,2.25,1,3,3.25,2.25,2.5,"[3.0, 2.0, 2.0, 2.0]","[0.0, 3.0, 1.0, 0.0]","[3.0, 3.0, 2.0, 4.0]","[3.0, 4.0, 3.0, 3.0]","[2.0, 3.0, 1.0, 3.0]","[3.0, 2.0, 3.0, 2.0]",3,2.5,3,2.5,0.5,"[3.0, 5.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 3.0]","[3.0, 4.0, 2.0, 3.0]","[3.0, 0.0, 3.0, 4.0]","[1.0, 0.0, 1.0, 0.0]"
advanced,3,0.25,3,2,1.25,4,"[3.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 1.0, 0.0]","[4.0, 3.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 1.0, 1.0]","[4.0, 4.0, 4.0, 4.0]",2.75,2.5,2.5,2.75,0.75,"[3.0, 1.0, 2.0, 5.0]","[2.0, 3.0, 1.0, 4.0]","[3.0, 2.0, 2.0, 3.0]","[3.0, 3.0, 3.0, 2.0]","[0.0, 1.0, 1.0, 1.0]"
advantage,1.75,0.25,2,1.75,1,3.25,"[2.0, 1.0, 2.0, 2.0]","[0.0, 0.0, 1.0, 0.0]","[1.0, 2.0, 2.0, 3.0]","[2.0, 2.0, 1.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 3.0, 4.0]",2.25,2.25,2.25,2.5,1.25,"[2.0, 2.0, 2.0, 3.0]","[2.0, 2.0, 2.0, 3.0]","[3.0, 1.0, 2.0, 3.0]","[3.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 1.0, 2.0]"
adventure,3.5,1.25,3.75,3,1.75,4.25,"[4.0, 3.0, 4.0, 3.0]","[1.0, 2.0, 1.0, 1.0]","[4.0, 4.0, 3.0, 4.0]","[2.0, 4.0, 3.0, 3.0]","[2.0, 2.0, 1.0, 2.0]","[5.0, 4.0, 4.0, 4.0]",3.75,2.75,3.25,3.25,0.75,"[4.0, 3.0, 4.0, 4.0]","[2.0, 3.0, 3.0, 3.0]","[3.0, 4.0, 3.0, 3.0]","[3.0, 4.0, 2.0, 4.0]","[2.0, 0.0, 1.0, 0.0]"
adverb,2,0.25,1.75,1.75,1.25,3.75,"[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 2.0, 1.0]","[1.0, 2.0, 2.0, 2.0]","[2.0, 1.0, 1.0, 1.0]","[3.0, 4.0, 4.0, 4.0]",1.5,2,2,3,1.5,"[2.0, 1.0, 2.0, 1.0]","[3.0, 2.0, 1.0, 2.0]","[2.0, 1.0, 2.0, 3.0]","[3.0, 3.0, 2.0, 4.0]","[2.0, 1.0, 1.0, 2.0]"
adverse,2.25,0.5,1.75,1.5,1.25,2,"[3.0, 3.0, 0.0, 3.0]","[1.0, 0.0, 0.0, 1.0]","[3.0, 2.0, 0.0, 2.0]","[2.0, 2.0, 0.0, 2.0]","[1.0, 2.0, 0.0, 2.0]","[2.0, 3.0, 0.0, 3.0]",1.5,2.25,2.25,2.25,0.5,"[2.0, 2.0, 1.0, 1.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 3.0, 4.0, 0.0]","[0.0, 1.0, 1.0, 0.0]"
adversity,2,0.75,3,3,1.25,2.25,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 0.0]","[3.0, 3.0, 3.0, 3.0]","[4.0, 2.0, 4.0, 2.0]","[1.0, 1.0, 2.0, 1.0]","[2.0, 3.0, 2.0, 2.0]",2.25,2,2.75,2.75,0.5,"[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 3.0, 3.0]","[3.0, 2.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 2.0]"
advice,2,0.75,2.25,2,1,3.5,"[1.0, 3.0, 2.0, 2.0]","[0.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[4.0, 3.0, 4.0, 3.0]",1.75,2.5,1.75,2.75,0.5,"[4.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 4.0]","[2.0, 2.0, 1.0, 2.0]","[3.0, 3.0, 2.0, 3.0]","[1.0, 1.0, 0.0, 0.0]"
advise,2.25,0.75,2.5,2.25,1.25,3,"[2.0, 2.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 0.0]","[3.0, 3.0, 2.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 2.0, 1.0]","[2.0, 4.0, 3.0, 3.0]",1.75,2.25,2.5,2.75,0.75,"[2.0, 2.0, 2.0, 1.0]","[3.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 3.0]","[3.0, 2.0, 2.0, 4.0]","[0.0, 0.0, 0.0, 3.0]"
advisor,2,0.75,2.75,2.25,1.25,3,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 0.0]","[4.0, 3.0, 2.0, 2.0]","[3.0, 3.0, 1.0, 2.0]","[2.0, 1.0, 1.0, 1.0]","[2.0, 4.0, 3.0, 3.0]",2.75,2.75,2.75,3,1.25,"[3.0, 3.0, 2.0, 3.0]","[3.0, 3.0, 3.0, 2.0]","[3.0, 3.0, 3.0, 2.0]","[3.0, 3.0, 3.0, 3.0]","[0.0, 2.0, 2.0, 1.0]"
afar,2.5,1,1.75,1.75,1.5,3.75,"[2.0, 2.0, 3.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 1.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 1.0]","[1.0, 1.0, 2.0, 2.0]","[4.0, 3.0, 4.0, 4.0]",2.5,2.25,2.25,2.5,0.5,"[2.0, 2.0, 4.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 1.0, 3.0, 3.0]","[2.0, 3.0, 2.0, 3.0]","[0.0, 1.0, 1.0, 0.0]"
affair,2,0.75,2.75,2.25,1.25,2.75,"[2.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 1.0, 1.0]","[4.0, 3.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[1.0, 2.0, 1.0, 1.0]","[2.0, 4.0, 3.0, 2.0]",2,2.5,2,2.5,0.5,"[2.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 3.0, 2.0, 3.0]","[0.0, 1.0, 0.0, 1.0]"
affect,2.5,0.75,2,2,1.5,3.75,"[2.0, 3.0, 2.0, 3.0]","[1.0, 1.0, 1.0, 0.0]","[1.0, 2.0, 3.0, 2.0]","[1.0, 2.0, 3.0, 2.0]","[2.0, 1.0, 2.0, 1.0]","[4.0, 3.0, 4.0, 4.0]",1.25,1.5,2,2,0.75,"[1.0, 1.0, 2.0, 1.0]","[1.0, 2.0, 1.0, 2.0]","[1.0, 2.0, 2.0, 3.0]","[2.0, 3.0, 0.0, 3.0]","[1.0, 1.0, 0.0, 1.0]"
affection,2.75,1.5,4.25,3.25,1.5,3,"[2.0, 3.0, 2.0, 4.0]","[1.0, 2.0, 2.0, 1.0]","[4.0, 4.0, 4.0, 5.0]","[2.0, 4.0, 3.0, 4.0]","[1.0, 2.0, 2.0, 1.0]","[3.0, 3.0, 3.0, 3.0]",1.75,3,2.75,3,2.25,"[1.0, 2.0, 2.0, 2.0]","[3.0, 1.0, 3.0, 5.0]","[3.0, 2.0, 3.0, 3.0]","[3.0, 2.0, 3.0, 4.0]","[3.0, 1.0, 2.0, 3.0]"
affectionate,3.25,0.75,4,3.5,2.25,3.25,"[3.0, 3.0, 3.0, 4.0]","[1.0, 0.0, 0.0, 2.0]","[4.0, 4.0, 4.0, 4.0]","[4.0, 3.0, 4.0, 3.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 4.0, 4.0, 3.0]",3.5,4.25,4.25,4,2.25,"[4.0, 3.0, 2.0, 5.0]","[5.0, 4.0, 3.0, 5.0]","[4.0, 4.0, 4.0, 5.0]","[3.0, 4.0, 4.0, 5.0]","[0.0, 4.0, 4.0, 1.0]"
afford,2,0.5,2.75,1.75,1.25,3.25,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 0.0, 0.0]","[4.0, 3.0, 2.0, 2.0]","[3.0, 2.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 2.0]","[4.0, 3.0, 3.0, 3.0]",3.25,2.25,2.25,2,0.25,"[2.0, 4.0, 4.0, 3.0]","[1.0, 2.0, 3.0, 3.0]","[2.0, 1.0, 3.0, 3.0]","[1.0, 3.0, 2.0, 2.0]","[0.0, 1.0, 0.0, 0.0]"
affordable,1.75,0.25,0.75,1.25,0.75,3.25,"[1.0, 3.0, 2.0, 1.0]","[0.0, 1.0, 0.0, 0.0]","[1.0, 2.0, 0.0, 0.0]","[1.0, 3.0, 0.0, 1.0]","[1.0, 2.0, 0.0, 0.0]","[3.0, 4.0, 3.0, 3.0]",2.25,1.75,2.25,1.75,0.5,"[2.0, 3.0, 2.0, 2.0]","[2.0, 2.0, 1.0, 2.0]","[2.0, 3.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 1.0]","[0.0, 0.0, 1.0, 1.0]"
afraid,3.75,0.75,3.5,3.75,2.5,2.25,"[4.0, 4.0, 4.0, 3.0]","[1.0, 1.0, 1.0, 0.0]","[3.0, 4.0, 3.0, 4.0]","[4.0, 4.0, 3.0, 4.0]","[2.0, 3.0, 2.0, 3.0]","[2.0, 3.0, 2.0, 2.0]",2.25,2.25,3.25,3.75,2.5,"[3.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 3.0, 1.0]","[3.0, 4.0, 3.0, 3.0]","[4.0, 4.0, 3.0, 4.0]","[0.0, 3.0, 2.0, 5.0]"
after,2.75,1,2.25,2.25,1.25,3.5,"[2.0, 3.0, 3.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 3.0, 2.0, 2.0]","[3.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 2.0]","[4.0, 3.0, 3.0, 4.0]",1.5,2.5,2,2.25,1.25,"[2.0, 1.0, 2.0, 1.0]","[3.0, 5.0, 1.0, 1.0]","[3.0, 2.0, 2.0, 1.0]","[3.0, 4.0, 2.0, 0.0]","[2.0, 2.0, 1.0, 0.0]"
afterlife,2.5,0.25,2,3,2,3.25,"[3.0, 2.0, 2.0, 3.0]","[1.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 1.0, 2.0]","[3.0, 3.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[2.0, 4.0, 4.0, 3.0]",1.5,2.5,2.75,3.5,0.75,"[2.0, 2.0, 1.0, 1.0]","[3.0, 2.0, 2.0, 3.0]","[3.0, 2.0, 3.0, 3.0]","[4.0, 3.0, 3.0, 4.0]","[0.0, 0.0, 2.0, 1.0]"
age,2,1,3.5,2.75,1,2.75,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 4.0, 4.0, 3.0]","[2.0, 3.0, 3.0, 3.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 3.0, 2.0]",2.75,3.25,2.75,2.75,1,"[3.0, 3.0, 4.0, 1.0]","[4.0, 3.0, 4.0, 2.0]","[3.0, 3.0, 3.0, 2.0]","[3.0, 2.0, 3.0, 3.0]","[1.0, 0.0, 1.0, 2.0]"
aged,2.25,1.5,3.5,2.5,1.5,3.5,"[3.0, 2.0, 2.0, 2.0]","[1.0, 0.0, 4.0, 1.0]","[3.0, 4.0, 3.0, 4.0]","[3.0, 2.0, 2.0, 3.0]","[2.0, 0.0, 3.0, 1.0]","[4.0, 3.0, 3.0, 4.0]",2.75,2.75,2.25,2.5,1,"[4.0, 3.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 3.0, 3.0, 2.0]","[1.0, 0.0, 2.0, 1.0]"
agent,2.75,0.25,2.25,2,1.25,3.5,"[2.0, 3.0, 3.0, 3.0]","[0.0, 1.0, 0.0, 0.0]","[1.0, 4.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 2.0]","[1.0, 2.0, 1.0, 1.0]","[3.0, 3.0, 4.0, 4.0]",2.75,2.75,2.75,3.25,1,"[3.0, 3.0, 3.0, 2.0]","[3.0, 2.0, 3.0, 3.0]","[3.0, 3.0, 2.0, 3.0]","[2.0, 3.0, 4.0, 4.0]","[0.0, 2.0, 1.0, 1.0]"
aggression,3.5,0.25,3.25,4,1.25,3,"[4.0, 2.0, 4.0, 4.0]","[0.0, 0.0, 1.0, 0.0]","[3.0, 3.0, 3.0, 4.0]","[4.0, 4.0, 4.0, 4.0]","[2.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 4.0, 2.0]",4,3.5,3,2.5,1.5,"[3.0, 4.0, 5.0, 4.0]","[2.0, 4.0, 4.0, 4.0]","[2.0, 3.0, 4.0, 3.0]","[2.0, 3.0, 3.0, 2.0]","[0.0, 2.0, 1.0, 3.0]"
aggressive,4.5,1,2.75,2.5,1.5,2.75,"[4.0, 5.0, 5.0, 4.0]","[1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 4.0, 3.0]","[2.0, 2.0, 3.0, 3.0]","[1.0, 1.0, 2.0, 2.0]","[3.0, 2.0, 4.0, 2.0]",2.75,2.5,2.25,3.5,1.5,"[1.0, 1.0, 5.0, 4.0]","[1.0, 1.0, 4.0, 4.0]","[2.0, 2.0, 3.0, 2.0]","[3.0, 3.0, 4.0, 4.0]","[1.0, 1.0, 2.0, 2.0]"
agile,1.75,0.5,3.5,2.5,1.5,3,"[1.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 0.0, 0.0]","[4.0, 4.0, 2.0, 4.0]","[3.0, 3.0, 2.0, 2.0]","[1.0, 1.0, 2.0, 2.0]","[3.0, 3.0, 3.0, 3.0]",4.5,3.25,2.75,2.75,0.25,"[4.0, 5.0, 4.0, 5.0]","[3.0, 3.0, 3.0, 4.0]","[3.0, 2.0, 3.0, 3.0]","[2.0, 4.0, 3.0, 2.0]","[0.0, 1.0, 0.0, 0.0]"
agility,2.5,0.5,3.5,2,0.75,3.25,"[2.0, 3.0, 2.0, 3.0]","[0.0, 1.0, 1.0, 0.0]","[4.0, 3.0, 4.0, 3.0]","[0.0, 3.0, 3.0, 2.0]","[0.0, 1.0, 1.0, 1.0]","[4.0, 3.0, 2.0, 4.0]",4.5,3.25,3,2.25,0.75,"[4.0, 4.0, 5.0, 5.0]","[2.0, 4.0, 3.0, 4.0]","[2.0, 3.0, 4.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[1.0, 1.0, 0.0, 1.0]"
agony,3.5,1.25,4.25,4.25,1.5,2.5,"[4.0, 2.0, 4.0, 4.0]","[1.0, 2.0, 1.0, 1.0]","[5.0, 4.0, 4.0, 4.0]","[5.0, 4.0, 4.0, 4.0]","[1.0, 2.0, 2.0, 1.0]","[2.0, 3.0, 3.0, 2.0]",2.5,2.5,3.5,3.5,0.75,"[3.0, 2.0, 1.0, 4.0]","[2.0, 3.0, 2.0, 3.0]","[4.0, 3.0, 3.0, 4.0]","[3.0, 4.0, 3.0, 4.0]","[0.0, 1.0, 1.0, 1.0]"
agree,2.5,0.75,2.25,2.25,1,3.25,"[3.0, 3.0, 2.0, 2.0]","[1.0, 0.0, 0.0, 2.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 2.0, 2.0, 3.0]","[2.0, 1.0, 0.0, 1.0]","[3.0, 4.0, 3.0, 3.0]",2.25,2.75,2,3,1,"[2.0, 2.0, 2.0, 3.0]","[3.0, 2.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 2.0]","[3.0, 2.0, 3.0, 4.0]","[1.0, 1.0, 1.0, 1.0]"
agreement,2,0.5,2.75,1.75,1.5,3.25,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 0.0, 0.0]","[4.0, 3.0, 2.0, 2.0]","[3.0, 2.0, 1.0, 1.0]","[1.0, 1.0, 2.0, 2.0]","[4.0, 3.0, 3.0, 3.0]",2.5,3,2.5,2.75,0.5,"[2.0, 2.0, 3.0, 3.0]","[2.0, 3.0, 3.0, 4.0]","[2.0, 2.0, 3.0, 3.0]","[1.0, 4.0, 3.0, 3.0]","[0.0, 2.0, 0.0, 0.0]"
aid,2.5,0.75,2.75,2.5,1.25,3,"[3.0, 3.0, 2.0, 2.0]","[1.0, 1.0, 0.0, 1.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 3.0, 2.0, 3.0]","[1.0, 1.0, 2.0, 1.0]","[3.0, 3.0, 3.0, 3.0]",1.5,2.75,2.25,2.5,1.5,"[2.0, 0.0, 2.0, 2.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 3.0]","[3.0, 1.0, 3.0, 3.0]","[2.0, 2.0, 2.0, 0.0]"
aim,2,1,2.75,2.5,1.25,3.25,"[2.0, 2.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 1.0]","[3.0, 3.0, 2.0, 3.0]","[2.0, 3.0, 2.0, 3.0]","[2.0, 1.0, 1.0, 1.0]","[3.0, 4.0, 3.0, 3.0]",3,3.5,2.25,2.75,1,"[3.0, 3.0, 3.0, 3.0]","[3.0, 4.0, 4.0, 3.0]","[2.0, 2.0, 3.0, 2.0]","[2.0, 3.0, 3.0, 3.0]","[2.0, 0.0, 1.0, 1.0]"
