Word,Auditory_mean,Gustatory_mean,Haptic_mean,Interoceptive_mean,Olfactory_mean,Visual_mean,Auditory_by_runs,Gustatory_by_runs,Haptic_by_runs,Interoceptive_by_runs,Olfactory_by_runs,Visual_by_runs,Foot/leg_mean,Hand/arm_mean,Torso_mean,Head_mean,Mouth/throat_mean,Foot/leg_by_runs,Hand/arm_by_runs,Torso_by_runs,Head_by_runs,Mouth/throat_by_runs
adapt,0.25,0,0,0.25,0,0.25,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]",0.75,1,0.75,1.25,0,"[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
add,0,0,0.25,0,0,1.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 2.0, 1.0]",0.25,4.25,0,1.5,0,"[0.0, 0.0, 0.0, 1.0]","[2.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
addict,0.75,0,0,2,0,2.25,"[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 5.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 3.0, 1.0]",0.5,0.75,0.5,0.75,0.25,"[0.0, 0.0, 0.0, 2.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 1.0, 0.0, 0.0]"
addicted,0.5,0,0,4.25,0,1.5,"[1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 1.0, 2.0, 1.0]",0.25,0.25,0.5,0.75,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 4.0]"
addition,0.75,0,0,0,0,0.75,"[0.0, 3.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 1.0]",0.25,2,0.25,0.75,0.5,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 2.0]"
address,0,0,0,0,0,0.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 1.0]",0,0.25,0,1.5,0.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 5.0]","[0.0, 0.0, 0.0, 3.0]"
adequate,0,0,0,0,0,0.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 1.0]",0.5,0.5,0.5,0.5,0,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
adjective,0.5,0,0,0,0,0.25,"[1.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]",0.25,0.25,0.25,0.25,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
adjust,1,0,0.5,0.5,0,1.5,"[2.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 1.0, 3.0]",1.25,4.75,0.75,0.25,0,"[0.0, 2.0, 0.0, 3.0]","[5.0, 5.0, 5.0, 4.0]","[0.0, 2.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
admiral,0.75,0,0,0,0,2.25,"[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 5.0, 3.0]",0,0.75,0,0.75,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
admire,1,0,0,0.75,0,1.75,"[0.0, 0.0, 3.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.0, 4.0]",0,0,0,4.75,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
admired,0.75,0,0,0,0,1.5,"[0.0, 0.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 4.0]",0.5,1.25,1,3,0.75,"[2.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 2.0]","[4.0, 0.0, 0.0, 0.0]","[3.0, 5.0, 0.0, 4.0]","[3.0, 0.0, 0.0, 0.0]"
adopt,0.5,0,0,0,0,0.75,"[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.0, 0.0]",0,0.25,0.25,0.75,0.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 2.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]"
adorable,0.75,0,0.5,1,0,3.75,"[0.0, 2.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 4.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 5.0, 5.0, 5.0]",0.25,0.5,0.25,1.25,0.5,"[1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 4.0]","[1.0, 0.0, 0.0, 1.0]"
adore,1.25,0,0,3.5,0,1,"[0.0, 2.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 5.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 2.0]",0.25,0.5,0.5,4.25,0.5,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[5.0, 5.0, 3.0, 4.0]","[0.0, 0.0, 0.0, 2.0]"
adult,0.75,0,0.5,0,0.25,4.5,"[1.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[4.0, 4.0, 5.0, 5.0]",0.5,0.5,0,0.25,0,"[0.0, 1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
adultery,0,0,0,1,0,1.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 1.0, 1.0]",1,1.5,2,2,1.5,"[1.0, 0.0, 2.0, 1.0]","[2.0, 0.0, 2.0, 2.0]","[4.0, 0.0, 2.0, 2.0]","[4.0, 0.0, 2.0, 2.0]","[3.0, 0.0, 2.0, 1.0]"
advanced,0.5,0,0,0.25,0,1,"[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 2.0, 1.0]",0.25,0.5,0.25,0.5,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
advantage,0.75,0,0,0,0,0.75,"[0.0, 3.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 1.0]",0,0.25,0,0.25,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
adventure,0.5,0,0,0.5,0,1.5,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 4.0]",1.5,1.25,0.75,0.75,0,"[2.0, 0.0, 0.0, 4.0]","[2.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 3.0]","[1.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
adverb,0.5,0,0,0,0,1,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 1.0, 1.0]",0,0.25,0,0.75,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
adverse,0,0,0,1.75,0,0.5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 2.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0]",0,0,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
adversity,0.25,0,0,2,0,1.75,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 3.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 2.0, 1.0]",0.75,0.75,0.75,1.25,0.25,"[1.0, 0.0, 0.0, 2.0]","[1.0, 0.0, 0.0, 2.0]","[1.0, 0.0, 0.0, 2.0]","[2.0, 0.0, 0.0, 3.0]","[1.0, 0.0, 0.0, 0.0]"
advice,4,0,0,0.25,0,0,"[4.0, 4.0, 5.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0,0,0,1.5,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
advise,3.5,0,0,0.5,0,1,"[3.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 0.0, 0.0]",0,0.5,0,4,0,"[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 5.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
advisor,2,0,0,0,0,3.75,"[0.0, 0.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 3.0]",0,1,0.5,2.25,0.25,"[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 2.0]","[4.0, 0.0, 0.0, 5.0]","[0.0, 0.0, 0.0, 1.0]"
afar,0.75,0,0,0,0,2.5,"[0.0, 0.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 4.0, 5.0]",0,0,0,1.5,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 5.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
affair,1,0,0.25,0.5,0,0.75,"[0.0, 3.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 2.0]",0.75,0.75,0.5,0.75,0,"[0.0, 1.0, 0.0, 2.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
affect,0,0,0,1,0,0.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0]",0,0,0,1,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 4.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
affection,1,0,3.75,4,0,1.75,"[1.0, 1.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 4.0, 3.0]","[5.0, 3.0, 3.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 2.0, 1.0, 1.0]",0.5,4.5,1,2,0.75,"[1.0, 0.0, 0.0, 1.0]","[4.0, 5.0, 5.0, 4.0]","[2.0, 0.0, 0.0, 2.0]","[3.0, 1.0, 0.0, 4.0]","[1.0, 0.0, 0.0, 2.0]"
affectionate,1.5,0,4.5,3.75,0,3,"[1.0, 3.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 5.0, 5.0]","[4.0, 4.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 5.0, 3.0]",0,4.75,1.5,0.25,0,"[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 5.0, 5.0]","[0.0, 0.0, 4.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
afford,0.25,0,0,0,0,0.5,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0]",0.25,0.75,0,1,0.5,"[0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 2.0]"
affordable,0.5,0,0,0,0,1.25,"[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 3.0, 1.0]",0.25,0.25,0,0.25,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
afraid,1,0,0,4,0,0.5,"[0.0, 2.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 3.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 0.0]",0.25,0.25,0.75,1,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
after,0,0,0,0,0,0.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",0.25,0.25,0.25,0.25,0.25,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]"
afterlife,1.25,0,0,1.5,0,1,"[0.0, 2.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 0.0, 1.0]",0,0,0,0.25,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
age,0,0,0,3.25,0,3.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 4.0, 5.0]",0,0,0,0.5,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
aged,0.25,1.25,1.5,0.75,0.75,3.25,"[0.0, 1.0, 0.0, 0.0]","[3.0, 0.0, 2.0, 0.0]","[3.0, 0.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[2.0, 0.0, 1.0, 0.0]","[3.0, 2.0, 3.0, 5.0]",0.25,0.25,1.25,0.75,0,"[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 5.0, 0.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
agent,0.75,0,0,0,0,3.25,"[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 3.0, 3.0]",0.5,1,0.25,1.75,0.5,"[1.0, 0.0, 0.0, 1.0]","[2.0, 0.0, 0.0, 2.0]","[1.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 3.0, 1.0]","[2.0, 0.0, 0.0, 0.0]"
aggression,2.75,0,0.25,1.5,0,1.75,"[4.0, 3.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[3.0, 3.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 0.0, 4.0]",2,3.25,1,0.5,0.75,"[4.0, 0.0, 0.0, 4.0]","[4.0, 0.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 3.0]"
aggressive,3.75,0,0.25,1.25,0.25,2,"[4.0, 4.0, 3.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 2.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 3.0, 2.0, 3.0]",2.25,3.25,1,1.5,0,"[5.0, 0.0, 2.0, 2.0]","[5.0, 0.0, 3.0, 5.0]","[0.0, 0.0, 1.0, 3.0]","[5.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
agile,0.5,0,0,0.25,0,3.5,"[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 5.0, 3.0, 4.0]",4.5,4,0.5,0.5,0,"[5.0, 5.0, 4.0, 4.0]","[5.0, 4.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
agility,0,0,0,1.75,0,2.5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 1.0, 4.0]",5,4.5,1,0.75,0,"[5.0, 5.0, 5.0, 5.0]","[4.0, 5.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
agony,1.25,0,0,5,0,0.75,"[0.0, 0.0, 2.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 2.0]",1.5,0.75,2.75,3,0.5,"[1.0, 0.0, 3.0, 2.0]","[1.0, 0.0, 0.0, 2.0]","[3.0, 1.0, 3.0, 4.0]","[4.0, 1.0, 3.0, 4.0]","[0.0, 0.0, 0.0, 2.0]"
agree,3,0,0,0.75,0,0.5,"[3.0, 3.0, 2.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0]",0,1,0,2.5,0.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 1.0, 1.0, 3.0]","[0.0, 1.0, 0.0, 0.0]"
agreement,0.5,0,0,0,0,0.75,"[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 1.0, 0.0]",0,2,0,1,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
aid,1.25,0,0.75,1.25,0,2,"[3.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 2.0]","[3.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 2.0, 2.0, 1.0]",1,5,0.25,0.5,0,"[0.0, 1.0, 0.0, 3.0]","[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
aim,0,0,0,0.25,0,2,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 1.0, 3.0, 2.0]",0.25,4.25,0,1.25,0,"[0.0, 0.0, 0.0, 1.0]","[4.0, 5.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
air,0.25,0,0.75,3,0.25,0.25,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 2.0]","[3.0, 3.0, 5.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]",0,0,0.5,0.5,0.5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 2.0]"
airplane,3.75,0,0.25,0.25,0,5,"[4.0, 4.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]",0.25,0.25,0,0.25,0,"[1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
airport,3.75,0,0,0,1.25,4.5,"[3.0, 4.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 3.0]","[4.0, 5.0, 4.0, 5.0]",1.75,1.75,1,1.5,0.5,"[2.0, 0.0, 2.0, 3.0]","[2.0, 0.0, 2.0, 3.0]","[1.0, 0.0, 2.0, 1.0]","[3.0, 0.0, 1.0, 2.0]","[1.0, 0.0, 0.0, 1.0]"
